2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150400 LIMOEIRO DO AJURU";-;1;4;4;4;1;3;-;-;-;-;-;-;17
"150405 MAE DO RIO";-;1;3;3;2;4;2;7;4;-;-;-;-;26
"150410 MAGALHAES BARATA";-;1;2;-;2;1;3;2;2;-;1;-;-;14
"150420 MARABA";-;295;276;229;133;22;16;21;14;4;3;16;58;1087
"150430 MARACANA";-;8;2;8;2;1;1;2;-;-;-;1;2;27
"150440 MARAPANIM";-;6;3;21;10;13;21;4;4;3;-;2;-;87
"150442 MARITUBA";-;249;205;122;108;34;16;21;31;36;33;79;88;1022
"150445 MEDICILANDIA";-;8;1;21;9;4;1;1;-;-;-;-;-;45
"150460 MOCAJUBA";-;-;2;3;-;1;-;2;-;-;2;-;3;13
"150470 MOJU";-;25;25;26;13;4;1;1;-;3;3;9;8;118
"150480 MONTE ALEGRE";-;90;245;128;94;43;25;125;223;81;29;9;10;1102
"150490 MUANA";-;3;5;15;4;-;-;-;-;-;2;2;4;35
"150495 NOVA ESPERANCA DO PIRIA";-;3;6;4;3;2;1;2;4;3;1;1;-;30
"150497 NOVA IPIXUNA";-;65;34;7;6;4;2;2;2;3;-;12;10;147
"150500 NOVA TIMBOTEUA";-;1;1;3;1;1;1;-;-;-;-;-;-;8
"150503 NOVO PROGRESSO";-;368;205;91;47;14;9;9;3;2;8;20;80;856
"150506 NOVO REPARTIMENTO";-;155;219;139;40;34;6;-;3;2;3;18;62;681
"150510 OBIDOS";-;2;18;22;5;2;3;-;-;-;-;-;-;52
"150520 OEIRAS DO PARA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"150530 ORIXIMINA";-;55;276;194;39;41;19;27;31;84;115;279;90;1250
"150540 OUREM";-;-;-;7;3;-;5;3;-;1;-;-;-;19
"150543 OURILANDIA DO NORTE";-;86;83;109;59;68;20;14;8;10;8;20;45;530
"150548 PACAJA";-;71;86;219;212;55;4;4;2;4;2;29;28;716
"150549 PALESTINA DO PARA";-;9;16;29;11;19;11;2;1;1;-;-;9;108
"150550 PARAGOMINAS";-;141;206;121;93;49;21;22;14;12;9;19;37;744
"150553 PARAUAPEBAS";-;660;845;491;188;184;49;24;8;12;45;198;309;3013
"150555 PAU D'ARCO";-;12;10;12;7;24;1;-;-;2;-;2;1;71
"150560 PEIXE-BOI";-;-;5;18;9;-;1;-;2;-;2;-;-;37
"150563 PICARRA";-;19;22;11;13;5;7;-;1;-;-;5;5;88
"150565 PLACAS";-;11;11;27;21;10;7;12;9;2;1;4;10;125
"150570 PONTA DE PEDRAS";-;2;9;20;13;10;-;-;2;3;2;1;1;63
"150580 PORTEL";-;91;73;26;3;1;2;1;2;5;2;2;15;223
"150600 PRAINHA";-;49;52;39;59;15;8;2;1;4;1;-;11;241
"150610 PRIMAVERA";-;18;5;7;2;2;-;1;1;12;6;4;3;61
"150611 QUATIPURU";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"150613 REDENCAO";-;71;87;109;83;24;17;6;3;3;4;9;14;430
"150616 RIO MARIA";-;101;80;7;18;8;1;3;-;-;-;4;5;227
"150618 RONDON DO PARA";-;36;59;64;50;34;19;11;1;3;1;2;9;289
"150619 RUROPOLIS";-;178;111;59;41;9;3;2;6;2;11;33;63;518
"150620 SALINOPOLIS";-;66;65;154;154;75;63;40;39;32;9;11;26;734
"150630 SALVATERRA";-;35;42;49;36;16;9;6;14;4;2;9;24;246
"150635 SANTA BARBARA DO PARA";-;36;30;33;28;8;9;9;11;2;3;7;8;184
"150650 SANTA IZABEL DO PARA";-;38;43;49;29;31;16;20;18;8;6;4;15;277
"150655 SANTA LUZIA DO PARA";-;45;12;11;2;1;2;1;-;1;1;-;1;77
"150658 SANTA MARIA DAS BARREIRAS";-;62;104;59;36;7;-;-;-;-;5;11;23;307
"150660 SANTA MARIA DO PARA";-;8;14;3;4;2;1;-;-;-;7;8;-;47
"150670 SANTANA DO ARAGUAIA";-;19;8;13;14;4;-;-;1;1;-;23;28;111
"150680 SANTAREM";-;474;679;635;453;224;41;32;39;47;18;39;56;2737
"150690 SANTAREM NOVO";-;53;33;38;22;19;8;4;19;17;12;31;27;283
"150700 SANTO ANTONIO DO TAUA";-;8;13;16;2;3;2;2;2;1;2;1;4;56
"150710 SAO CAETANO DE ODIVELAS";-;3;4;3;2;5;2;3;6;1;1;1;1;32
"150715 SAO DOMINGOS DO ARAGUAIA";-;71;139;149;107;33;2;-;-;2;1;-;4;508
"150720 SAO DOMINGOS DO CAPIM";-;4;2;12;6;2;1;-;-;-;-;1;-;28
"150730 SAO FELIX DO XINGU";-;236;162;138;71;50;27;10;17;28;27;104;88;958
"150740 SAO FRANCISCO DO PARA";-;7;3;4;1;-;-;-;2;4;-;5;13;39
"150745 SAO GERALDO DO ARAGUAIA";-;97;97;141;76;36;15;4;1;4;3;13;22;509
"150746 SAO JOAO DA PONTA";-;1;3;1;2;3;2;2;5;2;2;1;-;24
"150747 SAO JOAO DE PIRABAS";-;7;8;16;9;5;5;1;1;4;2;1;9;68
"150750 SAO JOAO DO ARAGUAIA";-;40;10;19;11;8;2;2;6;1;1;9;13;122
"150760 SAO MIGUEL DO GUAMA";-;9;9;30;22;8;3;1;6;2;7;5;1;103
"150770 SAO SEBASTIAO DA BOA VISTA";-;4;-;5;2;3;1;-;2;-;-;-;-;17
"150775 SAPUCAIA";-;5;1;-;-;-;-;-;-;-;-;-;-;6
"150780 SENADOR JOSE PORFIRIO";-;-;-;-;2;-;1;-;-;1;13;14;8;39
"150790 SOURE";-;30;50;116;55;32;65;47;50;31;15;9;5;505
"150795 TAILANDIA";-;88;52;40;30;10;29;20;15;12;4;13;44;357
"150796 TERRA ALTA";-;-;-;13;11;-;1;4;1;6;-;1;-;37
"150797 TERRA SANTA";-;1;4;14;1;4;3;-;-;-;-;-;-;27
"150800 TOME-ACU";-;15;15;47;24;9;6;5;7;3;2;8;3;144
"150803 TRACUATEUA";-;13;24;33;22;31;10;11;2;5;3;8;3;165
"150805 TRAIRAO";-;2;6;-;-;-;-;-;-;-;-;-;1;9
"150808 TUCUMA";-;109;164;180;125;37;17;8;-;-;6;7;15;668
"150810 TUCURUI";-;232;278;191;51;24;10;3;10;13;5;7;38;862
"150812 ULIANOPOLIS";-;49;125;77;39;26;51;77;87;40;14;6;6;597
"150815 URUARA";-;70;32;40;42;34;15;19;42;9;1;7;2;313
"150820 VIGIA";-;5;1;9;10;5;3;-;-;2;1;-;5;41
"150830 VISEU";-;2;5;32;3;9;3;1;-;-;8;1;-;64
"150835 VITORIA DO XINGU";-;103;74;60;35;23;43;44;24;18;7;13;30;474
"150840 XINGUARA";-;79;99;60;24;17;4;3;1;-;3;5;9;304
"160005 SERRA DO NAVIO";-;28;11;2;4;5;6;-;5;2;1;63;31;158
"160015 PEDRA BRANCA DO AMAPARI";-;19;9;3;66;5;-;1;7;1;2;2;9;124
"160020 CALCOENE";-;22;34;23;7;15;-;2;6;15;19;45;33;221
"160023 FERREIRA GOMES";-;8;25;53;14;12;1;1;3;4;14;5;-;140
"160025 ITAUBAL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"160027 LARANJAL DO JARI";-;-;-;1;1;1;1;1;-;-;-;-;-;5
"160030 MACAPA";-;372;534;493;322;212;129;131;289;336;174;71;72;3135
"160040 MAZAGAO";-;58;21;20;14;-;-;3;4;1;5;18;36;180
"160050 OIAPOQUE";-;169;60;220;180;63;35;10;35;57;88;63;32;1012
"160053 PORTO GRANDE";-;32;62;34;61;20;3;12;3;7;35;3;1;273
"160060 SANTANA";-;176;223;114;35;12;14;15;47;25;14;12;10;697
"160070 TARTARUGALZINHO";-;-;-;-;-;-;-;-;1;-;-;-;2;3
"170025 ABREULANDIA";-;1;2;4;10;2;2;3;6;6;2;1;2;41
"170030 AGUIARNOPOLIS";-;5;2;29;41;14;5;2;1;-;2;4;1;106
"170035 ALIANCA DO TOCANTINS";-;1;1;4;2;1;-;-;-;-;1;-;-;10
"170040 ALMAS";-;2;5;8;8;6;-;-;-;2;-;-;-;31
"170070 ALVORADA";-;4;-;2;-;-;-;-;-;-;-;-;1;7
"170100 ANANAS";-;-;1;1;3;1;1;-;5;-;-;2;2;16
"170105 ANGICO";-;2;12;10;3;1;7;-;-;-;-;-;-;35
"170110 APARECIDA DO RIO NEGRO";-;7;2;6;3;5;-;-;5;1;7;3;2;41
"170130 ARAGOMINAS";-;8;6;3;4;1;-;-;1;2;8;8;12;53
"170190 ARAGUACEMA";-;11;42;19;7;4;-;2;1;1;1;-;3;91
"170200 ARAGUACU";-;73;118;165;148;165;74;25;23;23;47;51;104;1016
"170210 ARAGUAINA";-;371;427;780;676;352;147;107;72;78;83;128;178;3399
"170215 ARAGUANA";-;6;26;18;9;7;5;3;-;3;-;1;10;88
"170220 ARAGUATINS";-;95;45;30;20;13;4;6;2;4;5;7;14;245
"170230 ARAPOEMA";-;6;3;3;2;4;5;1;-;2;3;5;12;46
"170240 ARRAIAS";-;6;15;12;19;21;9;2;1;2;1;8;2;98
"170255 AUGUSTINOPOLIS";-;27;27;14;9;24;5;2;1;1;-;2;9;121
"170270 AURORA DO TOCANTINS";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"170290 AXIXA DO TOCANTINS";-;3;7;4;5;6;-;1;2;-;-;1;1;30
"170300 BABACULANDIA";-;-;1;4;3;15;10;-;1;1;-;1;-;36
"170305 BANDEIRANTES DO TOCANTINS";-;-;3;3;1;-;1;-;-;-;-;-;-;8
"170307 BARRA DO OURO";-;-;7;5;-;-;-;-;-;-;-;-;-;12
"170310 BARROLANDIA";-;37;74;15;9;3;-;-;-;-;2;2;1;143
"170320 BERNARDO SAYAO";-;1;3;2;-;2;-;-;-;-;-;-;-;8
"170330 BOM JESUS DO TOCANTINS";-;1;2;5;2;1;2;-;-;-;-;-;-;13
"170360 BRASILANDIA DO TOCANTINS";-;6;7;7;5;4;3;1;1;-;-;-;-;34
"170370 BREJINHO DE NAZARE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"170380 BURITI DO TOCANTINS";-;28;11;6;2;5;-;-;-;1;-;3;5;61
"170382 CACHOEIRINHA";-;10;11;25;37;33;12;4;-;3;3;2;3;143
"170384 CAMPOS LINDOS";-;21;6;7;6;8;2;-;1;1;-;4;3;59
"170386 CARIRI DO TOCANTINS";-;5;3;3;4;-;2;1;-;-;1;-;1;20
"170388 CARMOLANDIA";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"170389 CARRASCO BONITO";-;1;2;1;1;-;-;-;-;-;-;-;-;5
"170390 CASEARA";-;-;2;3;1;-;-;-;-;3;1;-;4;14
"170410 CENTENARIO";-;1;9;2;7;5;1;-;-;-;-;-;-;25
"170460 CHAPADA DE AREIA";-;8;1;-;-;1;-;3;-;-;1;1;-;15
"170510 CHAPADA DA NATIVIDADE";-;2;-;3;6;6;-;1;-;1;-;-;-;19
"170550 COLINAS DO TOCANTINS";-;98;115;67;69;63;51;26;35;20;13;31;54;642
"170555 COMBINADO";-;-;1;1;2;2;-;1;-;2;-;-;-;9
"170560 CONCEICAO DO TOCANTINS";-;6;4;10;7;1;1;-;-;-;-;-;1;30
"170600 COUTO MAGALHAES";-;4;1;-;1;-;-;-;-;-;-;-;3;9
