2008
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250860 LUCENA";-;-;1;3;6;7;9;5;6;1;-;1;-;39
"250870 MAE D'AGUA";-;5;9;10;14;29;11;10;6;2;1;1;-;98
"250880 MALTA";-;-;3;5;-;4;3;4;2;-;-;-;-;21
"250890 MAMANGUAPE";-;1;6;6;48;18;13;6;3;6;-;-;-;107
"250900 MANAIRA";-;9;18;66;26;24;10;1;1;-;-;10;15;180
"250910 MARI";-;2;5;19;28;27;15;10;15;9;-;1;1;132
"250915 MARIZOPOLIS";-;1;1;21;10;20;1;-;2;-;-;1;2;59
"250920 MASSARANDUBA";-;-;1;7;40;6;2;2;1;-;-;-;-;59
"250930 MATARACA";-;1;-;8;6;6;2;-;-;1;-;-;-;24
"250933 MATINHAS";-;-;2;5;2;-;1;1;2;-;3;1;-;17
"250937 MATO GROSSO";-;-;3;5;3;5;-;-;-;-;-;-;-;16
"250939 MATUREIA";-;12;15;53;62;30;5;2;2;1;1;-;-;183
"250940 MOGEIRO";-;-;3;9;6;7;2;2;-;-;-;-;-;29
"250950 MONTADAS";-;13;35;51;22;8;1;3;-;1;-;-;2;136
"250960 MONTE HOREBE";-;3;-;-;-;2;5;1;1;-;-;-;-;12
"250970 MONTEIRO";-;122;133;175;225;135;88;93;87;81;82;93;82;1396
"250980 MULUNGU";-;-;3;4;5;3;1;1;-;3;2;-;-;22
"250990 NATUBA";-;-;-;18;12;2;1;-;-;-;-;-;-;33
"251000 NAZAREZINHO";-;8;16;22;8;1;1;2;1;-;1;-;-;60
"251010 NOVA FLORESTA";-;7;8;24;22;12;6;3;-;1;1;-;5;89
"251020 NOVA OLINDA";-;11;1;-;16;17;2;14;2;1;1;3;4;72
"251030 NOVA PALMEIRA";-;-;2;5;7;5;23;39;11;7;3;-;-;102
"251040 OLHO D'AGUA";-;1;2;4;-;-;-;1;-;-;-;-;-;8
"251050 OLIVEDOS";-;-;2;11;5;28;4;3;2;-;-;1;-;56
"251060 OURO VELHO";-;-;2;5;20;11;5;2;7;-;18;-;-;70
"251065 PARARI";-;-;4;8;8;12;4;6;1;-;2;2;2;49
"251070 PASSAGEM";-;-;3;5;5;3;-;2;4;3;1;-;-;26
"251080 PATOS";-;56;282;560;431;209;92;69;41;17;12;22;35;1826
"251090 PAULISTA";-;-;-;1;24;5;-;-;-;-;-;-;-;30
"251100 PEDRA BRANCA";-;1;3;4;19;50;50;4;-;1;-;1;1;134
"251110 PEDRA LAVRADA";-;5;3;2;17;17;35;13;8;5;-;-;-;105
"251120 PEDRAS DE FOGO";-;10;14;12;33;21;8;6;9;4;16;3;9;145
"251130 PIANCO";-;8;62;48;80;46;19;15;24;1;6;1;-;310
"251140 PICUI";-;5;11;36;151;80;41;42;20;27;16;6;5;440
"251150 PILAR";-;-;5;-;4;-;-;1;-;-;-;1;-;11
"251160 PILOES";-;1;-;-;1;12;14;4;-;-;-;-;-;32
"251170 PILOEZINHOS";-;-;-;6;7;12;3;6;2;2;1;5;5;49
"251180 PIRPIRITUBA";-;1;2;32;26;31;44;23;17;1;-;3;3;183
"251190 PITIMBU";-;1;1;6;17;6;-;-;2;-;-;-;-;33
"251200 POCINHOS";-;-;4;3;6;5;11;7;6;5;10;4;1;62
"251203 POCO DANTAS";-;5;15;48;12;6;1;2;-;1;-;-;1;91
"251207 POCO DE JOSE DE MOURA";-;23;15;17;-;6;-;4;13;64;29;23;26;220
"251210 POMBAL";-;13;55;62;87;13;16;39;11;4;-;3;3;306
"251220 PRATA";-;4;9;13;37;3;-;6;4;1;-;2;-;79
"251230 PRINCESA ISABEL";-;7;10;36;229;457;260;56;14;8;3;-;6;1086
"251240 PUXINANA";-;1;3;2;4;12;3;1;-;1;-;1;-;28
"251250 QUEIMADAS";-;10;17;69;65;40;23;42;42;18;11;14;5;356
"251260 QUIXABA";-;-;1;16;11;58;6;-;-;-;-;-;-;92
"251270 REMIGIO";-;3;21;32;52;28;6;9;3;-;4;2;2;162
"251272 PEDRO REGIS";-;-;-;-;1;-;5;9;14;7;1;2;1;40
"251274 RIACHAO";-;-;5;13;17;12;1;-;1;-;-;1;2;52
"251275 RIACHAO DO BACAMARTE";-;1;-;3;1;1;-;-;2;-;-;-;-;8
"251276 RIACHAO DO POCO";-;-;-;-;-;-;-;-;5;-;-;1;-;6
"251278 RIACHO DE SANTO ANTONIO";-;2;-;-;2;1;1;-;-;-;-;1;-;7
"251280 RIACHO DOS CAVALOS";-;7;10;17;20;16;7;62;47;13;1;5;2;207
"251290 RIO TINTO";-;1;2;5;10;12;28;11;6;-;2;-;1;78
"251300 SALGADINHO";-;4;6;21;32;8;1;7;-;-;-;-;-;79
"251310 SALGADO DE SAO FELIX";-;-;7;28;9;5;2;-;1;1;-;1;-;54
"251315 SANTA CECILIA";-;-;1;-;3;5;2;-;-;-;-;-;-;11
"251320 SANTA CRUZ";-;74;48;20;27;14;3;14;29;1;-;-;9;239
"251330 SANTA HELENA";-;11;18;32;23;5;5;-;-;-;-;-;1;95
"251335 SANTA INES";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251340 SANTA LUZIA";-;4;14;25;56;27;27;13;20;13;14;6;2;221
"251350 SANTANA DE MANGUEIRA";-;2;1;4;3;1;1;2;-;1;-;4;4;23
"251360 SANTANA DOS GARROTES";-;-;11;42;71;45;2;-;-;-;-;-;10;181
"251365 JOCA CLAUDINO";-;23;21;7;18;38;33;4;8;5;17;19;15;208
"251370 SANTA RITA";-;6;18;50;62;43;17;18;3;1;11;9;9;247
"251380 SANTA TERESINHA";-;10;3;5;19;20;1;5;6;6;1;-;12;88
"251385 SANTO ANDRE";-;1;14;28;18;7;1;4;2;1;-;-;-;76
"251390 SAO BENTO";-;42;130;66;31;20;5;5;5;8;5;8;6;331
"251392 SAO BENTINHO";-;4;5;7;1;1;-;-;-;-;1;-;-;19
"251396 SAO DOMINGOS";-;-;-;4;-;1;2;1;2;-;-;-;-;10
"251398 SAO FRANCISCO";-;-;-;2;-;1;2;3;2;3;1;-;-;14
"251400 SAO JOAO DO CARIRI";-;3;7;11;22;1;1;2;-;-;3;-;2;52
"251410 SAO JOAO DO TIGRE";-;2;1;2;3;6;3;3;2;4;20;5;-;51
"251420 SAO JOSE DA LAGOA TAPADA";-;16;24;40;13;9;7;19;22;16;-;-;9;175
"251430 SAO JOSE DE CAIANA";-;16;40;31;4;-;-;-;1;-;-;-;-;92
"251440 SAO JOSE DE ESPINHARAS";-;2;2;26;41;62;16;8;2;-;-;-;-;159
"251445 SAO JOSE DOS RAMOS";-;6;30;10;4;1;1;2;5;5;-;-;2;66
"251450 SAO JOSE DE PIRANHAS";-;3;13;46;84;95;164;90;42;5;2;1;1;546
"251455 SAO JOSE DE PRINCESA";-;7;8;1;20;39;15;9;1;-;-;-;-;100
"251460 SAO JOSE DO BONFIM";-;4;7;-;2;6;2;-;4;1;-;-;-;26
"251465 SAO JOSE DO BREJO DO CRUZ";-;-;9;8;5;1;2;-;-;-;-;-;-;25
"251470 SAO JOSE DO SABUGI";-;12;24;24;27;15;7;9;3;1;-;2;1;125
"251480 SAO JOSE DOS CORDEIROS";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"251490 SAO MAMEDE";-;7;24;17;24;15;9;6;5;1;1;2;3;114
"251500 SAO MIGUEL DE TAIPU";-;2;2;2;-;-;3;-;-;-;-;-;-;9
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";-;2;5;15;14;6;1;4;1;1;1;-;-;50
"251520 SAO SEBASTIAO DO UMBUZEIRO";-;3;3;6;10;11;2;3;6;-;3;4;1;52
"251530 SAPE";-;15;16;43;137;80;41;23;22;9;4;-;4;394
"251540 SAO VICENTE DO SERIDO";-;-;-;7;15;2;-;-;-;-;1;1;-;26
"251550 SERRA BRANCA";-;19;34;22;27;10;16;13;2;1;-;1;1;146
"251560 SERRA DA RAIZ";-;-;-;-;2;2;-;2;-;-;-;-;1;7
"251570 SERRA GRANDE";-;-;-;-;6;-;-;-;-;-;2;3;3;14
"251580 SERRA REDONDA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251590 SERRARIA";-;-;-;1;4;-;2;-;-;-;-;1;-;8
"251593 SERTAOZINHO";-;1;-;1;7;26;53;29;14;17;13;14;-;175
"251597 SOBRADO";-;1;-;4;2;-;3;5;-;-;-;-;-;15
"251600 SOLANEA";-;-;1;34;32;34;27;10;4;1;1;-;-;144
"251610 SOLEDADE";-;1;5;9;17;19;1;1;-;-;2;-;-;55
"251615 SOSSEGO";-;-;1;-;1;1;-;-;-;-;-;-;-;3
"251620 SOUSA";-;40;59;109;189;298;134;77;55;17;10;5;4;997
"251630 SUME";-;4;5;15;32;37;13;8;8;5;2;-;2;131
"251640 TACIMA";-;-;-;10;17;14;2;-;-;-;1;-;-;44
"251650 TAPEROA";-;1;5;9;45;5;1;1;1;-;-;1;1;70
"251660 TAVARES";-;3;-;5;9;8;19;8;-;1;1;-;1;55
"251670 TEIXEIRA";-;40;112;163;174;125;69;14;16;14;13;26;10;776
"251675 TENORIO";-;1;1;3;6;2;-;-;-;-;-;-;-;13
"251680 TRIUNFO";-;3;25;35;30;6;10;9;11;12;1;3;2;147
"251690 UIRAUNA";-;29;48;134;215;203;47;27;12;5;2;4;3;729
"251700 UMBUZEIRO";-;-;-;1;-;1;1;-;2;-;-;-;-;5
"251710 VARZEA";-;-;1;25;14;9;5;9;1;1;-;-;-;65
"251720 VIEIROPOLIS";-;-;-;5;22;9;9;2;-;-;-;2;-;49
"251740 ZABELE";-;1;3;3;10;11;-;-;-;-;-;-;-;28
"260005 ABREU E LIMA";-;23;49;168;138;69;53;16;54;14;29;29;18;660
"260010 AFOGADOS DA INGAZEIRA";-;148;734;968;704;290;143;74;38;24;27;31;63;3244
"260020 AFRANIO";-;10;6;31;97;51;32;10;2;-;-;-;8;247
"260030 AGRESTINA";-;1;7;10;16;12;6;1;3;4;3;6;4;73
"260040 AGUA PRETA";-;2;-;1;22;66;16;10;14;6;6;5;6;154
"260050 AGUAS BELAS";-;2;8;109;84;17;5;2;1;1;-;-;-;229
"260060 ALAGOINHA";-;1;8;31;32;20;10;3;3;2;2;4;1;117
"260070 ALIANCA";-;27;43;51;63;11;3;3;-;-;-;1;15;217
"260080 ALTINHO";-;10;13;63;155;169;41;26;12;2;2;1;1;495
"260090 AMARAJI";-;-;4;72;38;25;15;1;1;-;1;1;-;158
"260100 ANGELIM";-;-;-;1;1;6;3;2;-;-;-;1;1;15
"260105 ARACOIABA";-;2;3;2;8;-;2;3;2;-;-;-;-;22
"260110 ARARIPINA";-;58;91;76;67;37;6;15;5;2;4;15;17;393
"260120 ARCOVERDE";-;25;42;146;262;217;120;27;21;8;14;18;18;918
"260130 BARRA DE GUABIRABA";-;-;-;5;2;6;1;-;1;-;-;-;-;15
"260140 BARREIROS";-;2;5;6;20;88;31;10;9;1;4;2;-;178
"260150 BELEM DE MARIA";-;-;2;2;1;2;1;1;-;-;-;-;-;9
"260160 BELEM DE SAO FRANCISCO";-;1;-;6;29;79;28;3;-;-;1;1;1;149
"260170 BELO JARDIM";-;52;24;81;260;219;157;62;85;52;24;25;11;1052
"260180 BETANIA";-;23;71;100;65;3;5;4;1;-;-;-;1;273
"260190 BEZERROS";-;15;34;98;43;6;3;3;1;2;-;1;5;211
"260200 BODOCO";-;25;26;48;54;43;30;6;2;9;3;20;84;350
"260210 BOM CONSELHO";-;3;-;4;28;28;13;8;2;-;1;-;1;88
"260220 BOM JARDIM";-;6;22;98;48;29;30;28;5;5;8;3;2;284
"260230 BONITO";-;16;3;10;19;38;26;22;3;4;2;2;5;150
"260240 BREJAO";-;1;-;1;5;13;6;2;-;-;-;-;-;28
"260250 BREJINHO";-;4;8;31;44;38;11;2;2;1;-;2;-;143
"260260 BREJO DA MADRE DE DEUS";-;1;9;23;36;67;32;15;12;3;1;-;-;199
"260270 BUENOS AIRES";-;-;6;20;31;30;-;2;-;-;1;-;1;91
"260280 BUIQUE";-;2;6;17;28;12;6;1;-;-;1;-;1;74
"260290 CABO DE SANTO AGOSTINHO";-;86;157;627;805;943;754;433;223;99;76;64;56;4323
"260300 CABROBO";-;-;1;1;11;13;8;7;7;-;3;1;-;52
"260310 CACHOEIRINHA";-;-;-;7;11;9;-;6;1;2;1;1;-;38
"260320 CAETES";-;-;4;12;72;47;4;5;2;1;1;-;1;149
"260330 CALCADO";-;61;70;28;55;71;39;13;7;1;-;1;1;347
"260340 CALUMBI";-;-;1;8;4;5;-;1;-;-;-;-;-;19
"260345 CAMARAGIBE";-;60;74;77;187;153;107;92;41;10;1;8;12;822
"260350 CAMOCIM DE SAO FELIX";-;2;3;8;14;9;34;12;1;4;1;4;1;93
"260360 CAMUTANGA";-;-;-;-;1;2;-;-;1;-;-;-;-;4
"260370 CANHOTINHO";-;-;3;12;14;18;10;10;5;-;-;-;-;72
"260380 CAPOEIRAS";-;-;1;2;11;24;21;11;5;1;-;-;-;76
"260390 CARNAIBA";-;7;38;72;82;75;33;6;12;2;5;9;13;354
"260392 CARNAUBEIRA DA PENHA";-;-;-;-;3;2;-;1;-;-;1;3;-;10
"260400 CARPINA";-;196;223;212;235;165;58;37;32;29;36;16;38;1277
"260410 CARUARU";-;60;123;386;640;549;248;127;98;42;23;34;54;2384
"260415 CASINHAS";-;13;14;40;53;51;31;11;5;2;-;2;3;225
"260420 CATENDE";-;-;1;3;9;16;1;6;5;2;2;-;-;45
"260430 CEDRO";-;16;14;65;76;57;40;16;5;1;2;3;2;297
"260440 CHA DE ALEGRIA";-;1;3;23;32;21;4;4;-;-;-;1;6;95
"260450 CHA GRANDE";-;10;17;47;59;86;43;20;10;7;9;6;25;339
"260460 CONDADO";-;37;110;187;166;83;38;24;21;39;42;33;32;812
"260470 CORRENTES";-;-;-;2;1;15;23;4;5;1;-;-;-;51
"260480 CORTES";-;8;31;34;6;8;2;1;-;-;-;-;3;93
"260490 CUMARU";-;12;14;13;24;45;29;5;1;1;1;1;1;147
"260500 CUPIRA";-;1;1;9;28;22;84;40;7;1;2;1;-;196
"260510 CUSTODIA";-;11;35;107;98;22;5;2;1;2;1;2;-;286
"260515 DORMENTES";-;24;10;5;6;12;9;4;-;-;-;39;74;183
"260520 ESCADA";-;2;2;53;29;41;23;12;-;4;18;8;-;192
"260530 EXU";-;272;128;38;23;16;7;9;4;-;-;4;43;544
"260540 FEIRA NOVA";-;19;5;5;12;18;4;7;2;-;-;2;3;77
"260545 FERNANDO DE NORONHA";-;2;2;24;51;59;60;33;4;2;-;2;-;239
"260550 FERREIROS";-;-;-;2;-;-;-;8;-;-;-;-;-;10
"260560 FLORES";-;1;1;19;20;1;1;-;6;-;1;-;-;50
"260570 FLORESTA";-;6;6;20;51;56;30;17;2;2;-;-;-;190
"260580 FREI MIGUELINHO";-;3;4;4;6;26;23;4;4;-;-;-;2;76
"260590 GAMELEIRA";-;7;38;91;29;23;11;13;2;6;1;2;-;223
"260600 GARANHUNS";-;30;47;125;712;784;418;253;98;23;18;14;7;2529
"260610 GLORIA DO GOITA";-;67;51;101;95;39;19;19;11;9;13;12;8;444
"260620 GOIANA";-;49;82;181;249;174;81;61;52;26;37;46;22;1060
"260630 GRANITO";-;5;-;-;12;16;8;-;-;-;-;-;-;41
"260640 GRAVATA";-;14;24;74;151;147;89;92;32;25;10;12;13;683
"260650 IATI";-;1;12;20;32;26;16;7;4;1;-;-;-;119
"260660 IBIMIRIM";-;-;4;41;26;6;-;1;-;-;-;-;-;78
"260670 IBIRAJUBA";-;3;1;26;44;7;3;2;-;2;1;7;-;96
"260680 IGARASSU";-;42;68;183;398;375;173;119;67;66;68;40;41;1640
"260690 IGUARACY";-;-;9;26;12;8;6;-;-;-;-;-;1;62
"260700 INAJA";-;-;1;18;11;19;7;1;8;1;2;-;-;68
"260710 INGAZEIRA";-;5;15;23;15;2;12;6;-;-;-;1;3;82
"260720 IPOJUCA";-;55;99;288;397;262;159;104;73;48;42;36;59;1622
"260730 IPUBI";-;40;27;16;14;9;1;1;-;3;28;25;19;183
"260740 ITACURUBA";-;2;1;2;6;5;8;3;1;1;-;-;-;29
"260750 ITAIBA";-;-;31;10;1;2;1;-;-;-;-;-;-;45
"260760 ILHA DE ITAMARACA";-;9;16;55;40;52;77;37;12;10;11;3;8;330
"260765 ITAMBE";-;26;68;75;49;21;5;3;15;8;2;2;9;283
"260770 ITAPETIM";-;6;13;126;60;13;1;-;1;-;1;8;4;233
"260775 ITAPISSUMA";-;1;3;5;5;11;6;1;-;5;3;2;1;43
"260780 ITAQUITINGA";-;8;17;65;24;15;6;2;7;3;3;13;14;177
"260790 JABOATAO DOS GUARARAPES";-;154;289;704;1258;1224;807;654;379;151;58;101;129;5908
"260795 JAQUEIRA";-;-;2;16;27;9;11;3;4;1;-;-;-;73
"260800 JATAUBA";-;3;4;40;133;44;26;8;1;1;-;1;2;263
"260805 JATOBA";-;1;1;11;19;16;19;9;7;2;6;-;-;91
"260810 JOAO ALFREDO";-;5;13;11;37;9;6;13;3;1;-;1;1;100
"260820 JOAQUIM NABUCO";-;-;1;1;7;1;1;1;-;-;-;-;-;12
"260825 JUCATI";-;-;1;2;4;5;3;2;-;-;-;-;-;17
"260830 JUPI";-;-;1;10;35;20;3;1;1;-;-;1;1;73
"260840 JUREMA";-;1;7;27;131;48;1;5;1;1;-;-;-;222
"260845 LAGOA DO CARRO";-;33;19;42;80;115;77;54;20;8;1;4;13;466
"260850 LAGOA DE ITAENGA";-;4;2;5;3;5;8;4;2;-;-;-;1;34
"260860 LAGOA DO OURO";-;-;-;1;3;6;9;1;1;-;-;-;-;21
"260870 LAGOA DOS GATOS";-;-;1;23;8;12;-;4;1;1;-;-;-;50
"260875 LAGOA GRANDE";-;5;26;83;119;38;13;7;6;3;1;-;3;304
"260880 LAJEDO";-;-;-;6;17;38;7;2;-;1;-;1;-;72
"260890 LIMOEIRO";-;204;146;129;210;111;97;98;63;40;25;36;67;1226
"260900 MACAPARANA";-;4;4;46;135;29;15;9;6;-;-;2;1;251
"260910 MACHADOS";-;1;11;43;32;16;17;6;2;2;4;3;1;138
"260915 MANARI";-;-;3;1;7;1;-;1;-;-;-;-;-;13
"260920 MARAIAL";-;-;-;3;9;12;1;2;-;-;-;-;1;28
"260930 MIRANDIBA";-;1;2;12;62;75;19;5;-;-;-;-;2;178
"260940 MORENO";-;13;31;49;102;289;354;479;223;54;13;9;5;1621
"260950 NAZARE DA MATA";-;4;10;1;5;9;23;25;18;12;7;13;6;133
"260960 OLINDA";-;215;469;770;547;589;407;353;359;184;184;186;222;4485
"260970 OROBO";-;8;15;40;27;38;20;26;4;2;3;2;2;187
"260980 OROCO";-;1;-;-;1;2;-;-;-;1;-;-;-;5
"260990 OURICURI";-;38;201;92;97;37;2;13;5;4;2;32;29;552
"261000 PALMARES";-;9;10;74;198;103;34;34;22;17;15;14;1;531
"261010 PALMEIRINA";-;-;15;12;11;37;38;1;3;-;-;-;-;117
"261020 PANELAS";-;-;-;32;27;21;6;5;21;6;3;5;1;127
"261030 PARANATAMA";-;-;2;6;20;7;1;3;1;-;1;-;-;41
"261040 PARNAMIRIM";-;17;15;75;59;29;12;11;9;1;-;-;-;228
"261050 PASSIRA";-;130;25;14;29;5;2;1;2;4;1;2;13;228
"261060 PAUDALHO";-;51;53;45;25;27;17;40;44;23;20;19;11;375
"261070 PAULISTA";-;93;192;286;448;632;691;494;417;199;129;125;244;3950
"261080 PEDRA";-;13;10;22;61;26;11;6;3;2;-;2;1;157
"261090 PESQUEIRA";-;34;35;203;325;129;49;20;13;8;12;11;6;845
"261100 PETROLANDIA";-;1;5;14;31;24;10;8;5;3;1;-;2;104
"261110 PETROLINA";-;254;395;684;737;495;228;105;57;38;30;26;44;3093
"261120 POCAO";-;-;2;43;37;3;3;2;-;-;-;-;-;90
"261130 POMBOS";-;9;14;28;44;22;9;11;5;3;2;-;-;147
"261140 PRIMAVERA";-;2;18;50;135;87;23;58;11;6;-;-;-;390
"261150 QUIPAPA";-;-;5;11;12;7;5;1;4;1;-;-;-;46
"261153 QUIXABA";-;7;11;29;48;284;150;11;7;2;-;2;10;561
"261160 RECIFE";1;2142;3408;5013;5958;6156;5706;4788;2660;1224;1085;1384;1581;41106
"261170 RIACHO DAS ALMAS";-;4;10;35;26;11;2;-;1;1;2;-;1;93
"261180 RIBEIRAO";-;4;19;21;54;113;59;14;8;6;5;3;2;308
"261190 RIO FORMOSO";-;-;6;18;20;7;20;21;3;-;4;1;2;102
"261200 SAIRE";-;-;-;14;21;10;-;-;2;4;1;-;4;56
"261210 SALGADINHO";-;1;3;1;3;-;-;-;1;-;-;-;-;9
"261220 SALGUEIRO";-;34;85;418;274;475;305;173;49;29;48;30;22;1942
"261230 SALOA";-;-;-;2;7;12;4;2;-;-;-;1;1;29
"261240 SANHARO";-;2;1;10;30;16;2;6;8;10;7;-;2;94
"261245 SANTA CRUZ";-;21;124;150;44;32;5;6;-;-;-;1;2;385
"261247 SANTA CRUZ DA BAIXA VERDE";-;3;1;24;24;44;15;3;-;-;-;-;-;114
"261250 SANTA CRUZ DO CAPIBARIBE";-;21;21;105;114;49;35;15;1;2;6;6;2;377
"261255 SANTA FILOMENA";-;3;25;16;6;1;1;2;-;-;-;-;-;54
"261260 SANTA MARIA DA BOA VISTA";-;2;10;15;24;18;27;3;-;-;2;-;1;102
"261270 SANTA MARIA DO CAMBUCA";-;-;-;6;3;5;1;5;1;3;-;-;-;24
"261280 SANTA TEREZINHA";-;3;11;60;79;27;3;2;1;-;-;-;-;186
"261290 SAO BENEDITO DO SUL";-;-;1;-;1;1;1;-;-;1;-;-;-;5
"261300 SAO BENTO DO UNA";-;11;9;51;34;32;12;5;-;-;1;-;1;156
"261310 SAO CAITANO";-;-;1;12;35;52;16;18;2;2;1;-;2;141
"261320 SAO JOAO";-;-;22;74;17;17;5;-;-;-;1;-;-;136
"261330 SAO JOAQUIM DO MONTE";-;3;3;1;40;13;17;1;4;3;6;1;-;92
"261340 SAO JOSE DA COROA GRANDE";-;4;9;24;36;34;10;10;10;1;1;2;2;143
"261350 SAO JOSE DO BELMONTE";-;97;279;257;418;202;54;52;13;5;3;77;24;1481
"261360 SAO JOSE DO EGITO";-;62;261;345;160;101;27;14;11;7;1;-;4;993
"261370 SAO LOURENCO DA MATA";-;18;8;50;34;54;79;67;40;34;4;5;9;402
"261380 SAO VICENTE FERRER";-;3;6;30;35;23;6;-;5;3;2;-;-;113
"261390 SERRA TALHADA";-;45;122;274;238;181;115;45;22;8;10;15;10;1085
"261400 SERRITA";-;53;77;79;45;18;14;5;2;10;9;12;24;348
"261410 SERTANIA";-;37;39;47;28;8;2;1;2;-;1;3;5;173
"261420 SIRINHAEM";-;1;1;12;2;5;2;3;2;-;-;-;-;28
"261430 MOREILANDIA";-;-;15;6;11;4;-;-;-;-;5;-;-;41
"261440 SOLIDAO";-;11;11;22;28;14;7;4;-;-;-;2;-;99
"261450 SURUBIM";-;52;54;228;210;131;68;42;31;16;4;16;13;865
"261460 TABIRA";-;46;37;54;8;7;5;6;7;3;4;11;16;204
"261470 TACAIMBO";-;1;-;5;17;16;7;1;2;1;3;-;2;55
"261480 TACARATU";-;-;-;3;22;27;13;6;2;-;-;2;-;75
"261485 TAMANDARE";-;6;11;33;41;66;17;7;2;3;5;4;3;198
"261500 TAQUARITINGA DO NORTE";-;14;12;18;52;95;64;39;16;9;1;2;2;324
"261510 TEREZINHA";-;-;-;3;-;3;7;2;1;-;-;-;-;16
"261520 TERRA NOVA";-;4;13;49;8;43;12;5;-;-;-;-;-;134
"261530 TIMBAUBA";-;15;51;226;132;73;18;18;5;1;4;3;3;549
"261540 TORITAMA";-;1;4;2;12;8;3;10;-;7;-;-;-;47
"261550 TRACUNHAEM";-;4;23;16;7;4;1;4;3;1;-;-;1;64
"261560 TRINDADE";-;-;-;4;10;2;1;2;-;-;5;1;-;25
"261570 TRIUNFO";-;3;9;32;96;134;36;8;1;1;1;5;1;327
"261580 TUPANATINGA";-;1;3;61;35;38;9;1;-;-;1;-;1;150
"261590 TUPARETAMA";-;-;2;19;31;5;6;3;1;1;1;1;1;71
"261600 VENTUROSA";-;-;4;8;19;17;23;1;1;-;-;-;-;73
"261610 VERDEJANTE";-;4;12;56;78;49;13;7;3;6;4;11;1;244
"261618 VERTENTE DO LERIO";-;1;-;-;2;1;1;-;-;4;-;-;-;9
"261620 VERTENTES";-;20;43;54;68;45;42;12;5;6;6;2;-;303
"261630 VICENCIA";-;10;14;3;8;6;1;1;-;2;2;4;4;55
"261640 VITORIA DE SANTO ANTAO";1;122;57;168;406;502;246;162;86;48;26;15;28;1867
"261650 XEXEU";-;-;2;2;1;5;16;3;1;2;1;-;-;33
"270010 AGUA BRANCA";-;1;2;8;21;12;11;4;3;-;1;1;3;67
"270020 ANADIA";-;4;-;1;5;14;1;1;2;1;-;-;1;30
"270030 ARAPIRACA";-;921;1171;3639;4299;3903;2010;953;750;698;581;670;700;20295
"270040 ATALAIA";-;11;12;24;281;111;24;22;20;12;10;3;15;545
"270050 BARRA DE SANTO ANTONIO";-;-;6;1;9;3;3;1;-;-;-;-;-;23
"270060 BARRA DE SAO MIGUEL";-;1;7;20;54;11;13;4;1;-;-;1;-;112
"270070 BATALHA";-;1;-;12;2;-;-;-;5;3;3;1;-;27
"270080 BELEM";-;1;3;7;19;22;2;2;-;-;-;3;-;59
"270090 BELO MONTE";-;1;-;2;1;-;-;-;-;-;1;-;1;6
"270100 BOCA DA MATA";-;4;8;23;61;56;47;64;13;6;4;7;3;296
"270110 BRANQUINHA";-;2;-;-;6;25;8;25;8;3;2;2;-;81
"270120 CACIMBINHAS";-;2;2;21;24;21;15;6;-;-;-;1;-;92
"270130 CAJUEIRO";-;1;2;11;31;11;2;7;2;-;-;2;-;69
"270135 CAMPESTRE";-;3;3;-;-;3;4;18;10;2;1;5;1;50
"270140 CAMPO ALEGRE";-;5;26;29;30;54;17;5;3;5;5;4;-;183
"270150 CAMPO GRANDE";-;9;24;62;17;24;21;22;8;4;-;-;-;191
"270160 CANAPI";-;1;8;51;24;42;4;1;3;1;1;-;-;136
"270170 CAPELA";-;2;1;2;4;5;10;10;6;-;1;4;-;45
"270180 CARNEIROS";-;-;1;5;16;14;2;-;-;1;1;5;-;45
"270190 CHA PRETA";-;-;-;-;1;-;1;1;-;-;-;-;-;3
"270200 COITE DO NOIA";-;5;10;28;50;67;46;21;14;1;4;8;9;263
"270210 COLONIA LEOPOLDINA";-;18;57;138;131;55;71;62;59;62;40;15;14;722
"270220 COQUEIRO SECO";-;8;15;22;24;18;20;14;21;1;2;4;4;153
"270230 CORURIPE";-;6;17;18;20;22;13;13;9;4;2;3;3;130
"270235 CRAIBAS";-;21;43;104;140;144;36;16;25;19;20;10;6;584
"270240 DELMIRO GOUVEIA";-;7;8;101;565;160;26;6;10;9;8;15;10;925
"270250 DOIS RIACHOS";-;4;16;51;13;6;-;6;-;1;1;-;-;98
"270255 ESTRELA DE ALAGOAS";-;4;7;48;135;103;7;1;-;-;-;-;2;307
"270260 FEIRA GRANDE";-;1;6;55;100;63;40;10;5;3;4;3;3;293
"270270 FELIZ DESERTO";-;3;1;10;16;9;2;-;-;-;-;-;-;41
"270280 FLEXEIRAS";-;8;5;3;23;18;3;5;3;-;2;4;3;77
"270290 GIRAU DO PONCIANO";-;26;52;127;136;66;39;15;14;2;12;12;18;519
"270300 IBATEGUARA";-;2;1;-;2;1;2;3;1;-;-;-;1;13
"270310 IGACI";-;4;6;17;13;16;16;11;5;7;2;4;1;102
