2009
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"230100 AQUIRAZ";-;11;15;41;59;69;26;12;15;5;3;1;-;257
"230110 ARACATI";-;12;21;80;116;175;86;75;47;21;12;11;-;656
"230120 ARACOIABA";-;16;38;90;96;45;32;45;46;14;4;11;11;448
"230125 ARARENDA";-;1;3;14;31;124;27;1;1;24;4;-;-;230
"230130 ARARIPE";-;6;8;17;23;29;43;24;2;2;-;-;2;156
"230140 ARATUBA";-;1;3;6;26;11;17;6;3;5;1;1;1;81
"230150 ARNEIROZ";-;18;13;45;27;12;4;-;2;6;4;1;7;139
"230160 ASSARE";-;8;18;48;56;58;3;-;3;8;22;1;1;226
"230170 AURORA";-;2;5;4;7;4;2;1;15;18;-;1;2;61
"230180 BAIXIO";-;21;14;19;20;5;-;17;8;2;32;46;62;246
"230185 BANABUIU";-;11;12;19;37;36;36;24;27;19;14;5;7;247
"230190 BARBALHA";-;68;103;152;192;218;89;35;20;3;7;6;14;907
"230195 BARREIRA";-;33;63;66;33;29;9;10;6;1;-;3;4;257
"230200 BARRO";-;28;105;111;145;157;85;26;15;3;-;3;27;705
"230205 BARROQUINHA";-;6;13;57;213;151;23;17;4;2;1;2;2;491
"230210 BATURITE";-;16;69;149;85;53;40;25;14;3;5;4;11;474
"230220 BEBERIBE";-;4;16;50;50;54;43;45;17;11;13;4;3;310
"230230 BELA CRUZ";-;3;4;10;11;5;2;1;1;1;2;1;3;44
"230240 BOA VIAGEM";-;162;189;82;180;327;56;18;18;45;34;29;61;1201
"230250 BREJO SANTO";-;21;25;144;137;232;170;136;83;67;23;29;15;1082
"230260 CAMOCIM";-;3;14;26;15;32;36;48;24;6;3;2;4;213
"230270 CAMPOS SALES";-;194;201;71;52;94;78;21;17;19;124;132;94;1097
"230280 CANINDE";-;138;486;655;339;190;92;17;30;12;5;14;28;2006
"230290 CAPISTRANO";-;9;16;30;12;14;8;5;8;2;17;17;7;145
"230300 CARIDADE";-;9;41;137;53;13;16;59;120;46;13;9;4;520
"230310 CARIRE";-;2;2;4;1;-;2;1;2;1;-;-;2;17
"230320 CARIRIACU";-;9;8;37;39;35;10;6;5;-;1;2;1;153
"230330 CARIUS";-;1;9;15;9;3;1;1;-;-;-;-;-;39
"230340 CARNAUBAL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"230350 CASCAVEL";-;15;7;28;108;151;160;99;62;18;6;9;10;673
"230360 CATARINA";-;8;11;35;45;28;13;27;39;9;7;8;-;230
"230365 CATUNDA";-;15;88;44;39;20;9;6;8;6;2;2;10;249
"230370 CAUCAIA";-;599;404;465;509;458;362;286;100;67;50;73;53;3426
"230380 CEDRO";-;1;1;13;10;5;4;1;-;-;-;1;-;36
"230390 CHAVAL";-;5;23;16;69;175;19;6;2;1;-;-;-;316
"230393 CHORO";-;5;4;26;10;37;24;1;1;2;5;5;5;125
"230395 CHOROZINHO";-;51;55;47;42;15;17;7;15;3;4;3;23;282
"230400 COREAU";-;111;121;111;81;45;31;4;10;2;-;2;9;527
"230410 CRATEUS";-;424;406;371;234;176;267;437;348;281;289;369;315;3917
"230420 CRATO";-;241;582;758;374;530;477;157;31;17;14;6;8;3195
"230423 CROATA";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"230425 CRUZ";-;-;1;4;3;-;-;1;1;-;1;-;1;12
"230426 DEPUTADO IRAPUAN PINHEIRO";-;-;-;-;-;1;-;-;1;-;-;-;1;3
"230427 ERERE";-;1;1;2;3;3;1;1;1;3;90;4;4;114
"230428 EUSEBIO";-;4;46;76;100;139;77;49;28;4;-;1;2;526
"230430 FARIAS BRITO";-;26;59;79;53;196;54;12;5;4;9;2;2;501
"230435 FORQUILHA";-;2;4;11;19;11;21;34;29;18;4;1;-;154
"230440 FORTALEZA";-;3116;5311;13466;21966;28812;8793;4407;3036;1697;1242;1400;2279;95525
"230445 FORTIM";-;1;2;4;15;19;10;19;4;5;-;1;-;80
"230450 FRECHEIRINHA";-;-;1;2;17;11;5;13;2;-;-;1;-;52
"230460 GENERAL SAMPAIO";-;5;9;37;24;9;1;1;1;-;-;2;1;90
"230465 GRACA";-;4;3;13;36;107;18;4;1;1;1;-;-;188
"230470 GRANJA";-;256;203;180;56;58;35;8;13;2;8;43;103;965
"230480 GRANJEIRO";-;2;-;-;1;8;1;-;-;-;-;-;-;12
"230490 GROAIRAS";-;11;40;44;72;46;23;13;4;5;1;3;2;264
"230495 GUAIUBA";-;24;52;6;10;30;4;2;1;1;7;77;183;397
"230500 GUARACIABA DO NORTE";-;-;1;7;-;5;-;-;-;-;1;-;-;14
"230510 GUARAMIRANGA";-;3;13;14;8;7;10;1;3;-;1;1;-;61
"230520 HIDROLANDIA";-;-;4;5;5;8;7;3;-;1;-;2;2;37
"230523 HORIZONTE";-;13;25;42;85;51;12;6;6;3;3;4;2;252
"230526 IBARETAMA";-;1;4;18;43;23;7;29;77;16;7;2;1;228
"230530 IBIAPINA";-;1;1;4;4;2;4;1;-;1;-;1;3;22
"230533 IBICUITINGA";-;5;6;25;41;63;40;13;9;4;2;2;-;210
"230535 ICAPUI";-;2;6;11;8;8;7;6;3;6;1;4;7;69
"230540 ICO";-;437;609;275;301;203;46;130;117;124;196;177;165;2780
"230550 IGUATU";-;38;87;145;48;31;30;73;75;15;6;15;14;577
"230560 INDEPENDENCIA";-;5;7;19;24;34;76;34;47;38;19;26;12;341
"230565 IPAPORANGA";-;5;3;4;5;3;1;-;6;3;4;-;2;36
"230570 IPAUMIRIM";-;-;-;8;41;75;14;2;2;5;1;-;-;148
"230580 IPU";-;-;4;42;85;128;155;69;34;29;1;-;1;548
"230590 IPUEIRAS";-;-;2;5;5;2;2;7;4;2;-;-;-;29
"230600 IRACEMA";-;1;1;4;7;2;4;3;-;-;4;2;2;30
"230610 IRAUCUBA";-;3;10;70;54;1;2;14;-;1;1;-;-;156
"230620 ITAICABA";-;2;1;1;10;11;6;3;4;1;2;-;1;42
"230625 ITAITINGA";-;21;39;90;175;105;45;21;4;6;5;10;12;533
"230630 ITAPAGE";-;8;33;90;53;10;8;4;3;-;-;1;2;212
"230640 ITAPIPOCA";-;505;367;143;88;57;93;149;65;5;13;90;228;1803
"230650 ITAPIUNA";-;4;6;22;41;71;81;87;63;21;13;2;6;417
"230655 ITAREMA";-;1;5;13;2;2;2;1;3;1;-;1;-;31
"230660 ITATIRA";-;55;75;101;72;90;48;12;39;18;21;12;2;545
"230670 JAGUARETAMA";-;-;3;5;9;5;3;-;1;-;1;1;-;28
"230680 JAGUARIBARA";-;2;3;1;5;8;2;1;4;15;3;2;1;47
"230690 JAGUARIBE";-;10;2;29;38;20;4;17;9;3;4;3;15;154
"230700 JAGUARUANA";-;5;2;9;10;14;5;7;4;3;4;7;22;92
"230710 JARDIM";-;17;8;82;46;27;12;2;-;-;3;1;3;201
"230720 JATI";-;68;123;51;18;20;8;12;-;1;-;1;1;303
"230725 JIJOCA DE JERICOACOARA";-;1;4;16;78;31;10;6;4;3;2;-;1;156
"230730 JUAZEIRO DO NORTE";-;609;326;457;481;360;198;83;48;22;28;58;207;2877
"230740 JUCAS";-;64;70;49;8;2;1;-;-;-;2;-;5;201
"230750 LAVRAS DA MANGABEIRA";-;4;16;37;16;15;-;4;2;13;5;4;6;122
"230760 LIMOEIRO DO NORTE";-;6;57;152;140;251;133;67;22;17;13;6;10;874
"230763 MADALENA";-;5;24;54;45;66;17;24;6;1;2;4;8;256
"230765 MARACANAU";-;222;586;970;1510;1801;1337;659;208;89;51;43;153;7629
"230770 MARANGUAPE";-;16;54;99;116;137;104;97;57;19;7;5;8;719
"230780 MARCO";-;2;5;25;7;-;2;8;2;-;-;3;-;54
"230790 MARTINOPOLE";-;3;13;13;26;39;13;8;5;4;-;-;-;124
"230800 MASSAPE";-;60;121;332;188;180;74;16;18;157;341;176;20;1683
"230810 MAURITI";-;89;154;172;287;205;150;81;24;10;18;29;20;1239
"230820 MERUOCA";-;2;1;3;2;1;-;-;1;-;-;-;-;10
"230830 MILAGRES";-;17;96;78;54;58;37;40;10;13;12;11;8;434
"230835 MILHA";-;-;-;2;11;2;1;-;-;-;-;-;-;16
"230837 MIRAIMA";-;4;6;6;2;13;3;7;2;1;-;-;-;44
"230840 MISSAO VELHA";-;11;33;11;21;14;3;3;2;1;-;2;1;102
"230850 MOMBACA";-;19;124;86;71;38;6;20;18;4;10;13;4;413
"230860 MONSENHOR TABOSA";-;98;79;124;69;19;3;4;3;-;1;6;7;413
"230870 MORADA NOVA";-;5;25;38;53;22;27;35;27;3;3;4;4;246
"230880 MORAUJO";-;12;19;30;10;13;6;1;1;1;-;-;-;93
"230890 MORRINHOS";-;5;28;8;1;1;1;2;1;1;1;-;2;51
"230900 MUCAMBO";-;2;65;122;15;44;5;3;-;-;1;1;-;258
"230910 MULUNGU";-;-;10;16;13;20;10;4;6;1;-;2;-;82
"230920 NOVA OLINDA";-;8;9;22;40;21;26;22;5;3;5;7;5;173
"230930 NOVA RUSSAS";-;-;6;55;118;201;52;5;4;8;6;1;1;457
"230940 NOVO ORIENTE";-;10;18;98;119;65;45;24;30;9;25;8;7;458
"230945 OCARA";-;16;69;136;146;201;136;184;78;17;5;-;5;993
"230950 OROS";-;33;45;99;132;41;24;21;13;2;2;25;6;443
"230960 PACAJUS";-;100;313;488;234;93;128;14;16;24;8;11;38;1467
"230970 PACATUBA";-;57;60;85;307;207;46;29;57;26;43;18;31;966
"230980 PACOTI";-;2;3;18;19;14;11;8;6;2;2;3;1;89
"230990 PACUJA";-;-;2;4;15;14;4;3;17;8;-;1;-;68
"231000 PALHANO";-;-;4;6;3;25;31;76;23;3;1;1;1;174
"231010 PALMACIA";-;-;12;14;24;9;7;4;3;1;2;-;-;76
"231020 PARACURU";-;-;5;11;114;286;123;27;22;9;-;3;1;601
"231025 PARAIPABA";-;7;13;64;39;74;22;14;7;6;2;1;2;251
"231030 PARAMBU";-;90;152;120;96;50;17;8;4;9;25;14;19;604
"231040 PARAMOTI";-;2;10;10;23;17;29;19;9;1;1;3;-;124
"231050 PEDRA BRANCA";-;-;1;2;1;-;3;-;-;2;-;-;2;11
"231060 PENAFORTE";-;23;61;15;16;28;11;7;-;-;-;1;2;164
"231070 PENTECOSTE";-;23;24;10;26;14;22;48;23;17;64;125;63;459
"231080 PEREIRO";-;31;62;51;60;29;12;4;4;5;7;20;20;305
"231085 PINDORETAMA";-;3;1;7;29;66;34;47;11;2;-;1;2;203
"231090 PIQUET CARNEIRO";-;4;5;13;9;3;3;4;11;1;6;7;1;67
"231095 PIRES FERREIRA";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"231100 PORANGA";-;-;-;3;2;6;2;-;-;1;-;-;-;14
"231110 PORTEIRAS";-;17;21;58;138;122;56;23;2;1;1;-;3;442
"231120 POTENGI";-;17;7;23;25;16;8;3;1;4;15;48;21;188
"231123 POTIRETAMA";-;-;3;3;1;4;-;1;-;2;1;-;-;15
"231126 QUITERIANOPOLIS";-;12;132;544;422;365;170;43;3;4;2;4;5;1706
"231130 QUIXADA";-;66;88;137;221;162;54;50;69;24;13;16;17;917
"231135 QUIXELO";-;-;2;7;5;2;2;8;72;29;1;1;-;129
"231140 QUIXERAMOBIM";-;4;8;43;74;56;25;31;15;4;4;-;1;265
"231150 QUIXERE";-;5;10;6;49;114;43;12;21;7;2;1;1;271
"231160 REDENCAO";-;2;12;27;12;12;2;-;-;-;-;-;-;67
"231170 RERIUTABA";-;25;73;199;318;237;170;104;128;46;22;26;53;1401
"231180 RUSSAS";-;13;12;45;43;51;34;13;38;60;41;8;10;368
"231190 SABOEIRO";-;8;1;2;7;4;3;2;4;12;14;18;11;86
"231195 SALITRE";-;3;11;18;14;22;14;4;1;-;1;4;1;93
"231200 SANTANA DO ACARAU";-;4;5;11;6;12;20;2;5;9;3;2;-;79
"231210 SANTANA DO CARIRI";-;24;40;89;37;35;46;26;35;15;11;39;62;459
"231220 SANTA QUITERIA";-;47;160;134;107;65;25;54;34;52;44;24;8;754
"231230 SAO BENEDITO";-;2;1;1;2;2;3;1;-;2;-;-;-;14
"231240 SAO GONCALO DO AMARANTE";-;23;60;67;98;114;32;23;12;5;3;-;1;438
"231250 SAO JOAO DO JAGUARIBE";-;-;-;1;-;-;2;1;1;-;-;-;-;5
"231260 SAO LUIS DO CURU";-;7;8;26;23;9;10;5;3;1;-;1;2;95
"231270 SENADOR POMPEU";-;2;9;47;49;45;39;7;10;8;-;10;1;227
"231280 SENADOR SA";-;4;16;45;43;38;-;1;-;-;1;1;1;150
"231290 SOBRAL";-;44;86;114;94;68;29;47;63;51;49;43;30;718
"231300 SOLONOPOLE";-;3;4;4;1;3;-;1;-;1;18;165;30;230
"231310 TABULEIRO DO NORTE";-;1;3;5;24;28;12;17;15;1;1;-;-;107
"231320 TAMBORIL";-;54;71;191;71;73;50;30;8;3;15;142;49;757
"231325 TARRAFAS";-;-;-;18;2;3;1;-;-;-;-;1;-;25
"231330 TAUA";-;655;930;674;222;95;63;65;66;41;76;266;334;3487
"231335 TEJUCUOCA";-;2;13;10;19;3;1;1;-;-;-;5;3;57
"231340 TIANGUA";-;6;20;12;32;33;40;25;16;8;3;2;-;197
"231350 TRAIRI";-;10;7;28;91;129;34;6;8;-;1;1;-;315
"231355 TURURU";-;9;24;48;52;17;9;16;2;3;-;-;2;182
"231360 UBAJARA";-;1;-;3;7;1;-;1;2;-;-;-;1;16
"231370 UMARI";-;14;16;8;8;9;1;1;-;-;8;3;11;79
"231375 UMIRIM";-;14;17;36;53;28;10;7;9;6;2;7;-;189
"231380 URUBURETAMA";-;32;28;17;33;37;12;7;-;-;-;-;3;169
"231390 URUOCA";-;26;55;56;50;17;9;7;5;1;-;-;1;227
"231395 VARJOTA";-;171;164;106;124;61;86;69;15;4;-;12;7;819
"231400 VARZEA ALEGRE";-;7;5;10;24;18;13;3;5;2;1;2;-;90
"231410 VICOSA DO CEARA";-;-;4;6;10;2;2;1;5;-;3;2;1;36
"240010 ACARI";-;1;19;60;209;203;138;38;10;2;2;3;1;686
"240020 ACU";-;38;129;273;118;91;43;17;20;12;5;18;10;774
"240030 AFONSO BEZERRA";-;-;1;2;6;1;1;-;-;-;-;-;-;11
"240040 AGUA NOVA";-;-;-;1;5;-;1;-;10;11;2;2;4;36
"240050 ALEXANDRIA";-;159;111;59;46;36;27;9;20;24;52;55;90;688
"240060 ALMINO AFONSO";-;-;9;16;1;3;2;5;1;-;1;-;1;39
"240070 ALTO DO RODRIGUES";-;4;28;107;33;10;4;4;-;1;-;1;-;192
"240080 ANGICOS";-;-;1;10;8;9;12;19;5;2;1;2;-;69
"240090 ANTONIO MARTINS";-;1;14;24;13;10;1;-;1;1;-;-;-;65
"240100 APODI";-;5;4;17;45;28;5;8;22;10;7;1;3;155
"240110 AREIA BRANCA";-;-;5;16;29;19;8;7;1;-;1;-;2;88
"240120 ARES";-;-;1;2;-;8;5;6;4;-;-;1;-;27
"240130 AUGUSTO SEVERO";-;19;57;13;1;9;4;-;1;2;1;2;1;110
"240140 BAIA FORMOSA";-;1;1;2;4;10;2;-;-;-;-;-;-;20
"240145 BARAUNA";-;41;39;25;9;5;1;1;-;1;1;3;15;141
"240150 BARCELONA";-;-;2;8;13;4;1;2;8;1;3;2;-;44
"240160 BENTO FERNANDES";-;5;10;29;62;38;5;3;2;3;12;8;1;178
"240165 BODO";-;1;-;13;73;17;3;1;2;-;-;-;-;110
"240170 BOM JESUS";-;1;-;-;9;1;1;1;-;-;-;1;-;14
"240180 BREJINHO";-;1;1;9;19;52;23;11;8;7;-;-;-;131
"240185 CAICARA DO NORTE";-;1;4;56;39;2;-;-;-;-;-;-;-;102
"240190 CAICARA DO RIO DO VENTO";-;-;-;6;14;27;14;9;3;1;-;2;2;78
"240200 CAICO";-;99;104;89;74;126;184;250;230;58;83;59;66;1422
"240210 CAMPO REDONDO";-;3;5;8;57;59;38;10;10;5;2;4;2;203
"240220 CANGUARETAMA";-;7;8;51;77;97;33;27;20;4;3;9;4;340
"240230 CARAUBAS";-;27;35;32;56;40;14;14;10;6;4;12;12;262
"240240 CARNAUBA DOS DANTAS";-;5;11;104;132;62;24;7;1;1;1;5;2;355
"240250 CARNAUBAIS";-;1;8;14;10;4;11;8;-;2;-;-;-;58
"240260 CEARA-MIRIM";-;50;90;176;280;214;61;67;28;7;12;6;16;1007
"240270 CERRO CORA";-;3;17;32;24;26;9;1;-;2;-;1;-;115
"240280 CORONEL EZEQUIEL";-;1;9;8;4;1;4;1;2;2;-;-;-;32
"240290 CORONEL JOAO PESSOA";-;1;1;3;3;20;20;10;-;1;-;8;5;72
"240300 CRUZETA";-;4;8;13;10;13;34;12;14;4;6;7;8;133
"240310 CURRAIS NOVOS";-;51;99;215;388;572;196;68;63;35;57;48;40;1832
"240320 DOUTOR SEVERIANO";-;25;74;11;8;5;9;7;1;-;-;2;8;150
"240325 PARNAMIRIM";-;46;94;325;629;717;715;531;294;161;53;52;45;3662
"240330 ENCANTO";-;2;-;10;25;3;-;-;-;-;-;1;-;41
"240340 EQUADOR";-;44;87;11;18;36;8;2;1;1;1;1;4;214
"240350 ESPIRITO SANTO";-;-;2;13;13;6;3;2;2;-;1;-;-;42
"240360 EXTREMOZ";-;6;2;15;36;42;25;16;15;14;10;5;2;188
"240370 FELIPE GUERRA";-;12;6;8;6;-;-;-;1;-;3;2;-;38
"240375 FERNANDO PEDROZA";-;1;-;1;7;31;17;12;7;-;1;-;-;77
"240380 FLORANIA";-;-;17;99;65;23;3;3;3;2;-;4;3;222
"240390 FRANCISCO DANTAS";-;1;1;7;9;7;3;20;17;9;-;13;4;91
"240400 FRUTUOSO GOMES";-;5;6;10;19;12;-;-;1;-;-;-;-;53
"240410 GALINHOS";-;9;-;6;-;1;1;1;-;-;-;-;-;18
"240420 GOIANINHA";-;1;1;2;9;12;15;18;20;12;4;9;2;105
"240430 GOVERNADOR DIX-SEPT ROSADO";-;3;13;27;12;3;3;3;4;9;11;1;8;97
"240440 GROSSOS";-;6;10;24;53;36;4;1;-;-;1;1;2;138
"240450 GUAMARE";-;37;57;51;85;53;35;32;17;27;32;43;36;505
"240460 IELMO MARINHO";-;1;-;3;15;28;11;10;7;2;5;-;1;83
"240470 IPANGUACU";-;-;1;3;6;11;1;1;2;-;-;-;-;25
"240480 IPUEIRA";-;2;2;8;-;1;-;-;11;50;51;-;1;126
"240485 ITAJA";-;1;1;5;2;2;-;-;-;-;-;1;-;12
"240490 ITAU";-;-;5;18;2;1;-;2;-;-;-;1;-;29
"240500 JACANA";-;2;3;25;61;16;3;1;-;-;-;-;1;112
"240510 JANDAIRA";-;-;3;30;33;3;3;42;3;-;-;3;-;120
"240520 JANDUIS";-;2;4;31;20;21;17;6;-;-;1;1;1;104
"240530 JANUARIO CICCO";-;1;1;41;30;18;5;1;-;2;-;-;1;100
"240540 JAPI";-;6;-;3;6;8;1;16;11;6;4;1;3;65
"240550 JARDIM DE ANGICOS";-;-;-;2;3;4;4;2;-;1;1;-;-;17
"240560 JARDIM DE PIRANHAS";-;5;17;15;1;1;-;1;-;1;-;-;3;44
"240570 JARDIM DO SERIDO";-;7;22;115;107;102;118;63;34;12;1;5;3;589
"240580 JOAO CAMARA";-;23;131;333;467;237;48;35;22;5;11;8;9;1329
"240590 JOAO DIAS";-;-;5;9;2;2;1;-;-;1;-;1;-;21
"240600 JOSE DA PENHA";-;5;2;5;9;14;3;2;-;-;22;18;13;93
"240610 JUCURUTU";-;1;1;5;3;7;2;-;2;-;-;-;-;21
"240620 LAGOA D'ANTA";-;3;2;8;12;5;11;11;16;7;1;1;-;77
"240630 LAGOA DE PEDRAS";-;-;-;1;6;7;2;1;10;3;1;-;1;32
"240640 LAGOA DE VELHOS";-;-;4;38;26;36;16;3;2;1;1;-;-;127
"240650 LAGOA NOVA";-;1;5;22;43;7;2;-;4;-;-;-;-;84
"240660 LAGOA SALGADA";-;-;-;1;6;5;7;3;3;1;2;1;-;29
"240670 LAJES";-;1;2;12;24;9;3;-;1;-;2;-;-;54
"240680 LAJES PINTADAS";-;27;30;10;12;40;15;7;2;1;-;1;1;146
"240690 LUCRECIA";-;9;16;72;59;-;-;4;1;-;-;-;-;161
"240700 LUIS GOMES";-;44;54;47;20;11;4;-;-;2;2;8;10;202
"240710 MACAIBA";-;24;81;166;107;78;58;36;31;13;26;23;11;654
"240720 MACAU";-;1;15;16;46;31;24;8;1;1;-;-;-;143
"240725 MAJOR SALES";-;2;1;4;2;1;13;4;4;-;3;-;-;34
"240730 MARCELINO VIEIRA";-;16;4;40;34;7;18;41;-;-;-;-;-;160
"240740 MARTINS";-;-;5;18;10;4;5;1;8;4;1;-;-;56
"240750 MAXARANGUAPE";-;5;8;14;14;15;32;22;4;3;2;5;3;127
"240760 MESSIAS TARGINO";-;16;24;22;19;25;1;1;4;6;2;7;9;136
"240770 MONTANHAS";-;-;-;16;22;3;-;-;1;-;-;-;-;42
"240780 MONTE ALEGRE";-;2;4;4;19;13;25;12;10;1;1;-;-;91
"240790 MONTE DAS GAMELEIRAS";-;-;-;4;-;1;8;6;4;3;3;-;-;29
"240800 MOSSORO";-;458;690;905;477;316;142;104;91;64;78;98;208;3631
"240810 NATAL";-;1204;1758;4423;7290;7259;5571;4274;2947;1554;1175;991;1013;39459
"240820 NISIA FLORESTA";-;8;11;37;45;43;32;19;7;2;-;1;3;208
"240830 NOVA CRUZ";-;24;91;291;288;335;171;175;61;23;5;3;10;1477
"240840 OLHO-D'AGUA DO BORGES";-;12;27;21;5;1;-;-;-;-;-;-;-;66
"240850 OURO BRANCO";-;-;-;1;11;51;19;6;10;45;45;1;-;189
"240860 PARANA";-;4;9;15;16;5;2;2;-;-;-;-;-;53
"240870 PARAU";-;1;-;-;3;4;-;1;1;-;-;1;-;11
"240880 PARAZINHO";-;-;-;4;5;11;1;3;-;-;-;4;-;28
"240890 PARELHAS";-;53;221;134;40;52;56;40;14;15;42;44;34;745
"240895 RIO DO FOGO";-;-;1;-;8;4;4;1;-;1;-;1;1;21
"240910 PASSA E FICA";-;29;33;43;52;22;12;18;39;3;-;6;7;264
"240920 PASSAGEM";-;-;-;3;11;3;-;-;-;-;-;-;-;17
"240930 PATU";-;59;67;15;19;10;22;30;20;14;5;2;26;289
"240933 SANTA MARIA";-;-;2;13;18;14;7;2;2;-;1;-;-;59
"240940 PAU DOS FERROS";-;669;294;297;550;447;157;241;304;230;263;624;450;4526
"240950 PEDRA GRANDE";-;-;-;4;1;-;-;-;-;-;-;-;-;5
"240960 PEDRA PRETA";-;1;6;9;11;14;5;3;4;-;-;-;-;53
"240970 PEDRO AVELINO";-;21;81;25;23;18;6;1;1;1;-;2;5;184
"240980 PEDRO VELHO";-;-;1;-;3;1;1;1;4;1;-;-;1;13
"240990 PENDENCIAS";-;43;68;27;11;7;9;14;9;2;3;4;1;198
"241000 PILOES";-;-;2;25;26;2;-;1;-;-;-;-;-;56
"241010 POCO BRANCO";-;-;3;3;20;38;27;12;9;2;-;2;1;117
"241020 PORTALEGRE";-;2;19;21;7;2;1;1;-;1;3;-;3;60
"241025 PORTO DO MANGUE";-;4;5;15;7;3;1;-;1;-;-;-;27;63
"241030 SERRA CAIADA";-;42;28;38;8;25;13;2;-;4;1;1;2;164
"241040 PUREZA";-;1;22;38;59;42;4;14;4;-;-;-;2;186
"241050 RAFAEL FERNANDES";-;89;28;7;21;62;15;4;1;-;3;1;75;306
"241060 RAFAEL GODEIRO";-;-;2;14;9;2;2;-;-;1;-;-;-;30
"241070 RIACHO DA CRUZ";-;2;1;17;3;1;9;-;-;-;-;-;-;33
"241080 RIACHO DE SANTANA";-;6;8;6;77;57;26;2;5;2;5;13;6;213
"241090 RIACHUELO";-;1;-;5;21;11;2;6;2;1;-;-;-;49
"241100 RODOLFO FERNANDES";-;2;8;21;15;8;2;5;24;5;4;2;-;96
"241105 TIBAU";-;16;-;3;9;3;-;-;-;2;3;4;9;49
"241110 RUY BARBOSA";-;1;7;9;6;23;8;7;-;-;1;-;-;62
"241120 SANTA CRUZ";-;93;138;267;188;219;221;195;218;123;81;83;73;1899
"241140 SANTANA DO MATOS";-;30;73;42;16;29;32;28;10;5;2;27;25;319
"241142 SANTANA DO SERIDO";-;37;23;10;9;10;2;-;-;-;1;1;11;104
"241150 SANTO ANTONIO";-;31;82;106;264;289;153;115;52;31;16;27;38;1204
"241160 SAO BENTO DO NORTE";-;-;-;7;17;9;-;-;-;-;-;-;-;33
"241170 SAO BENTO DO TRAIRI";-;-;-;4;8;12;18;8;9;2;-;3;1;65
"241180 SAO FERNANDO";-;-;1;1;1;-;-;2;4;-;1;-;-;10
"241190 SAO FRANCISCO DO OESTE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"241200 SAO GONCALO DO AMARANTE";-;10;33;58;98;95;59;54;12;9;15;5;-;448
"241210 SAO JOAO DO SABUGI";-;8;10;16;16;3;7;16;29;-;-;13;7;125
"241220 SAO JOSE DE MIPIBU";-;5;13;85;154;172;138;61;46;33;5;2;5;719
"241230 SAO JOSE DO CAMPESTRE";-;4;45;77;89;36;29;16;8;8;3;3;2;320
"241240 SAO JOSE DO SERIDO";-;-;69;176;77;1;1;-;-;-;-;-;1;325
"241250 SAO MIGUEL";-;32;27;15;2;9;2;1;-;-;4;6;2;100
"241255 SAO MIGUEL DO GOSTOSO";-;-;11;4;22;16;23;5;-;-;-;-;-;81
"241260 SAO PAULO DO POTENGI";-;44;74;314;241;105;40;77;25;13;14;32;32;1011
"241270 SAO PEDRO";-;1;3;28;27;9;7;-;2;1;1;-;2;81
"241280 SAO RAFAEL";-;1;-;17;14;3;5;-;-;-;-;-;-;40
"241290 SAO TOME";-;-;20;24;6;53;14;11;6;2;7;1;-;144
"241300 SAO VICENTE";-;11;34;27;12;1;1;7;9;-;1;1;-;104
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;6;2;2;19;9;-;-;-;-;38
"241320 SENADOR GEORGINO AVELINO";-;3;3;-;1;15;31;77;25;13;2;1;1;172
"241330 SERRA DE SAO BENTO";-;1;-;2;9;22;14;16;1;4;1;-;-;70
"241335 SERRA DO MEL";-;4;7;20;31;8;10;3;2;-;1;2;1;89
"241340 SERRA NEGRA DO NORTE";-;4;24;41;34;4;10;29;31;37;10;2;5;231
"241350 SERRINHA";-;1;-;2;-;1;-;-;-;1;-;-;-;5
"241355 SERRINHA DOS PINTOS";-;30;32;22;8;-;1;2;1;2;3;9;6;116
"241360 SEVERIANO MELO";-;1;14;18;3;8;4;-;-;1;-;4;-;53
"241370 SITIO NOVO";-;5;11;14;17;24;18;17;4;2;9;12;12;145
"241380 TABOLEIRO GRANDE";-;16;38;10;11;3;12;36;12;-;1;7;1;147
"241390 TAIPU";-;1;1;19;57;81;19;15;15;3;3;3;-;217
"241400 TANGARA";-;1;1;3;5;29;48;33;19;2;-;1;1;143
"241410 TENENTE ANANIAS";-;10;10;26;34;19;2;8;3;2;6;3;9;132
"241415 TENENTE LAURENTINO CRUZ";-;1;9;15;77;93;25;3;1;1;-;-;1;226
"241420 TIBAU DO SUL";-;1;-;1;5;25;18;3;6;1;2;12;15;89
"241430 TIMBAUBA DOS BATISTAS";-;-;2;15;168;4;2;-;2;-;1;-;-;194
"241440 TOUROS";-;2;2;5;22;31;25;4;12;4;1;5;3;116
"241445 TRIUNFO POTIGUAR";-;-;4;6;2;2;1;-;-;-;-;-;-;15
"241450 UMARIZAL";-;3;37;69;16;6;3;3;-;-;2;7;1;147
"241460 UPANEMA";-;2;11;46;30;9;3;-;-;-;-;-;3;104
