2010
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"311910 CORINTO";-;78;451;1449;726;419;206;94;37;27;26;31;24;3568
"311920 COROACI";-;9;83;100;23;2;4;-;-;-;-;1;2;224
"311930 COROMANDEL";-;2;24;125;80;24;2;-;1;3;-;-;2;263
"311940 CORONEL FABRICIANO";-;3991;3348;1492;1033;695;326;149;65;85;66;180;512;11942
"311950 CORONEL MURTA";-;56;30;30;17;26;3;-;-;-;-;1;-;163
"311960 CORONEL PACHECO";-;-;1;-;2;-;-;-;-;-;-;-;-;3
"311980 CORREGO DANTA";-;-;2;1;1;-;-;-;1;1;-;-;1;7
"311990 CORREGO DO BOM JESUS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"311995 CORREGO FUNDO";-;1;2;13;13;4;-;-;-;-;1;1;-;35
"312000 CORREGO NOVO";-;6;23;36;-;-;-;-;-;-;-;-;-;65
"312010 COUTO DE MAGALHAES DE MINAS";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"312015 CRISOLITA";-;10;8;27;43;36;15;26;13;10;10;26;14;238
"312020 CRISTAIS";-;-;-;1;1;1;-;-;-;-;1;-;-;4
"312030 CRISTALIA";-;1;15;12;5;5;-;1;-;-;-;-;-;39
"312040 CRISTIANO OTONI";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"312050 CRISTINA";-;-;-;1;2;-;-;-;-;-;2;-;-;5
"312060 CRUCILANDIA";-;-;3;5;7;3;2;-;1;1;-;-;1;23
"312070 CRUZEIRO DA FORTALEZA";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"312080 CRUZILIA";-;-;-;3;3;-;-;-;1;-;1;-;-;8
"312083 CUPARAQUE";-;6;16;7;28;45;3;9;1;-;-;2;1;118
"312087 CURRAL DE DENTRO";-;3;8;14;9;11;1;-;-;1;-;-;1;48
"312090 CURVELO";-;363;800;1526;1484;366;55;7;4;5;18;34;52;4714
"312120 DELFINOPOLIS";-;-;1;1;6;1;-;-;-;-;-;-;-;9
"312125 DELTA";-;298;405;390;203;60;9;2;3;8;1;7;19;1405
"312130 DESCOBERTO";-;1;-;1;4;-;-;-;-;-;-;-;-;6
"312140 DESTERRO DE ENTRE RIOS";-;-;-;1;-;2;-;-;-;-;-;-;-;3
"312150 DESTERRO DO MELO";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"312160 DIAMANTINA";-;3;8;40;48;31;1;-;-;-;-;1;1;133
"312180 DIONISIO";-;1;22;52;39;16;-;-;-;-;-;-;-;130
"312190 DIVINESIA";-;-;-;5;10;6;-;-;-;-;-;-;-;21
"312200 DIVINO";-;18;17;23;24;10;-;-;-;1;-;-;-;93
"312210 DIVINO DAS LARANJEIRAS";-;9;2;5;20;2;-;1;-;-;-;-;1;40
"312220 DIVINOLANDIA DE MINAS";-;-;4;3;3;1;-;-;-;-;-;1;-;12
"312230 DIVINOPOLIS";-;314;875;3494;3619;1649;383;45;17;2;13;5;26;10442
"312235 DIVISA ALEGRE";-;-;-;4;3;3;-;-;-;-;-;-;-;10
"312240 DIVISA NOVA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312245 DIVISOPOLIS";-;-;-;2;3;6;5;1;-;-;-;-;-;17
"312247 DOM BOSCO";-;1;9;12;13;2;2;4;1;-;-;3;1;48
"312250 DOM CAVATI";-;4;2;16;5;3;4;-;-;-;1;-;-;35
"312260 DOM JOAQUIM";-;-;-;1;2;-;2;1;-;-;-;-;-;6
"312270 DOM SILVERIO";-;-;-;1;3;-;-;-;-;-;-;2;-;6
"312280 DOM VICOSO";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"312290 DONA EUSEBIA";-;-;5;11;8;7;4;-;-;-;-;1;-;36
"312300 DORES DE CAMPOS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312320 DORES DO INDAIA";-;133;190;191;155;35;21;2;7;7;3;-;5;749
"312340 DORESOPOLIS";-;1;23;215;17;4;11;-;-;-;-;-;-;271
"312350 DOURADOQUARA";-;4;9;51;48;29;6;-;1;4;3;1;-;156
"312352 DURANDE";-;1;-;1;5;4;-;1;-;-;-;-;-;12
"312360 ELOI MENDES";-;-;4;10;4;6;1;1;-;1;1;-;1;29
"312370 ENGENHEIRO CALDAS";-;88;106;98;29;4;3;2;2;2;9;12;24;379
"312380 ENGENHEIRO NAVARRO";-;4;34;125;64;36;10;-;-;-;-;1;1;275
"312385 ENTRE FOLHAS";-;10;14;46;3;2;3;1;-;-;-;-;-;79
"312390 ENTRE RIOS DE MINAS";-;5;2;9;16;11;1;-;-;-;-;-;1;45
"312400 ERVALIA";-;4;2;3;1;-;-;1;-;-;-;-;-;11
"312410 ESMERALDAS";-;7;31;371;392;77;18;4;2;10;5;8;6;931
"312420 ESPERA FELIZ";-;12;12;25;31;9;5;-;1;-;-;-;1;96
"312430 ESPINOSA";-;571;377;151;310;144;65;25;6;5;-;18;36;1708
"312450 ESTIVA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"312460 ESTRELA DALVA";-;3;1;3;2;2;1;-;-;-;-;-;1;13
"312470 ESTRELA DO INDAIA";-;-;6;19;5;13;4;2;-;-;-;1;-;50
"312490 EUGENOPOLIS";-;7;8;41;22;7;8;2;-;-;-;-;2;97
"312500 EWBANK DA CAMARA";-;-;-;2;2;1;-;-;-;-;-;-;-;5
"312510 EXTREMA";-;-;-;1;4;1;-;-;-;-;-;-;-;6
"312520 FAMA";-;-;-;1;3;1;-;-;-;-;-;-;-;5
"312530 FARIA LEMOS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312550 SAO GONCALO DO RIO PRETO";-;-;-;1;4;-;-;-;-;-;-;-;-;5
"312560 FELISBURGO";-;2;6;41;233;71;6;3;1;-;-;-;2;365
"312570 FELIXLANDIA";-;13;11;149;518;330;143;52;3;33;18;34;89;1393
"312580 FERNANDES TOURINHO";-;26;22;40;19;26;35;34;10;1;-;-;-;213
"312590 FERROS";-;-;-;94;16;24;2;1;-;-;-;2;-;139
"312595 FERVEDOURO";-;9;15;84;46;16;2;-;2;-;1;-;-;175
"312600 FLORESTAL";-;-;6;15;14;9;2;-;-;-;-;-;-;46
"312610 FORMIGA";-;66;203;1005;1104;378;30;2;1;3;-;3;5;2800
"312630 FORTALEZA DE MINAS";-;-;1;8;44;10;-;-;-;-;-;-;-;63
"312640 FORTUNA DE MINAS";-;2;2;32;32;7;1;1;-;-;-;-;1;78
"312650 FRANCISCO BADARO";-;32;68;101;54;28;9;4;-;2;1;-;1;300
"312660 FRANCISCO DUMONT";-;6;19;50;28;4;-;-;-;1;2;1;5;116
"312670 FRANCISCO SA";-;179;445;479;154;123;33;14;7;4;-;-;4;1442
"312675 FRANCISCOPOLIS";-;13;88;111;56;9;1;1;1;2;-;1;-;283
"312680 FREI GASPAR";-;4;9;29;14;1;-;-;-;-;-;-;-;57
"312690 FREI INOCENCIO";-;41;11;1;-;2;-;-;-;-;-;-;-;55
"312695 FREI LAGONEGRO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"312700 FRONTEIRA";-;12;69;499;608;234;105;27;7;1;3;6;1;1572
"312705 FRONTEIRA DOS VALES";-;13;6;-;1;-;-;-;-;-;-;-;-;20
"312707 FRUTA DE LEITE";-;-;-;22;38;1;3;1;-;-;-;-;-;65
"312710 FRUTAL";-;110;314;1444;1159;384;89;32;19;17;18;25;35;3646
"312720 FUNILANDIA";-;1;9;27;30;7;-;-;1;-;-;-;1;76
"312730 GALILEIA";-;27;20;19;33;10;1;1;-;-;1;-;-;112
"312733 GAMELEIRAS";-;6;8;18;53;47;3;1;-;-;-;-;-;136
"312735 GLAUCILANDIA";-;26;34;44;11;3;2;-;1;-;-;1;3;125
"312737 GOIABEIRA";-;7;16;-;1;4;-;-;-;-;-;-;-;28
"312738 GOIANA";-;-;2;6;10;22;-;-;-;-;-;-;1;41
"312750 GONZAGA";-;-;-;8;7;1;-;-;-;-;-;-;2;18
"312760 GOUVEIA";-;5;6;28;40;10;-;-;1;-;-;-;-;90
"312770 GOVERNADOR VALADARES";-;1626;1898;2158;1459;1029;523;283;236;149;182;323;757;10623
"312780 GRAO MOGOL";-;17;16;60;19;3;2;1;-;-;1;1;1;121
"312790 GRUPIARA";-;3;6;13;6;5;4;-;-;-;3;-;2;42
"312800 GUANHAES";-;27;26;22;28;18;9;2;2;3;5;8;16;166
"312810 GUAPE";-;-;-;2;-;-;-;1;-;-;-;-;-;3
"312820 GUARACIABA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"312825 GUARACIAMA";-;31;151;115;32;12;3;3;1;-;3;3;-;354
"312830 GUARANESIA";-;-;-;42;77;87;13;2;2;-;-;1;-;224
"312840 GUARANI";-;7;32;83;34;16;10;3;-;1;-;1;1;188
"312850 GUARARA";-;-;2;4;16;13;8;-;-;-;-;-;-;43
"312860 GUARDA-MOR";-;4;15;100;117;110;22;1;-;2;5;-;-;376
"312870 GUAXUPE";-;3;27;600;797;427;72;14;2;-;-;1;1;1944
"312880 GUIDOVAL";-;8;116;191;229;122;15;3;-;3;1;1;-;689
"312890 GUIMARANIA";-;-;8;20;12;1;-;1;-;1;-;1;-;44
"312900 GUIRICEMA";-;5;32;156;141;12;11;-;1;6;-;2;2;368
"312910 GURINHATA";-;11;66;133;52;19;8;5;1;-;1;6;8;310
"312920 HELIODORA";-;1;1;-;2;-;-;-;-;-;-;-;-;4
"312930 IAPU";-;38;11;46;4;-;-;-;-;-;-;-;1;100
"312940 IBERTIOGA";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"312950 IBIA";-;8;5;78;185;79;14;2;4;-;1;-;2;378
"312960 IBIAI";-;294;105;72;18;14;3;-;-;-;-;10;11;527
"312965 IBIRACATU";-;5;4;21;26;12;11;1;-;-;-;-;-;80
"312970 IBIRACI";-;-;-;3;6;2;-;-;-;-;-;-;1;12
"312980 IBIRITE";-;21;220;603;1270;201;4;2;1;1;-;-;3;2326
"313000 IBITURUNA";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"313005 ICARAI DE MINAS";-;4;25;58;6;2;2;-;-;1;-;1;-;99
"313010 IGARAPE";-;96;169;685;356;71;15;11;1;-;1;5;9;1419
"313020 IGARATINGA";-;8;40;161;111;25;16;3;2;5;-;4;6;381
"313030 IGUATAMA";-;34;164;105;40;5;3;3;2;-;-;1;2;359
"313040 IJACI";-;-;1;1;5;-;-;-;-;-;-;-;-;7
"313050 ILICINEA";-;-;2;5;31;14;-;1;2;-;-;-;3;58
"313055 IMBE DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313060 INCONFIDENTES";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"313065 INDAIABIRA";-;2;4;9;2;4;1;-;-;-;-;-;1;23
"313070 INDIANOPOLIS";-;4;12;21;14;2;-;-;-;-;-;-;-;53
"313090 INHAPIM";-;135;24;4;-;-;1;-;-;-;-;-;19;183
"313100 INHAUMA";-;8;28;83;33;36;7;1;1;3;1;5;2;208
"313110 INIMUTABA";-;11;44;78;54;21;8;1;1;-;-;-;-;218
"313115 IPABA";-;265;62;69;36;17;4;2;4;1;2;-;4;466
"313120 IPANEMA";-;688;269;190;112;47;16;46;29;29;17;67;441;1951
"313130 IPATINGA";-;5687;4276;2318;1534;1326;657;328;169;143;156;379;1596;18569
"313140 IPIACU";-;12;35;179;211;108;56;1;1;1;-;-;1;605
"313150 IPUIUNA";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"313160 IRAI DE MINAS";-;6;1;1;5;-;-;2;-;1;-;1;3;20
"313170 ITABIRA";-;59;118;386;487;206;81;18;10;20;20;14;26;1445
"313180 ITABIRINHA";-;3;24;54;17;4;3;-;-;1;-;2;2;110
"313190 ITABIRITO";-;5;10;120;161;109;6;-;-;-;-;1;2;414
"313200 ITACAMBIRA";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"313210 ITACARAMBI";-;45;121;95;18;11;1;1;-;1;2;6;6;307
"313220 ITAGUARA";-;-;7;55;106;43;5;2;-;3;1;1;2;225
"313230 ITAIPE";-;3;4;10;14;5;3;-;1;-;-;-;2;42
"313240 ITAJUBA";-;3;2;11;13;2;3;-;1;1;-;-;-;36
"313250 ITAMARANDIBA";-;-;7;9;30;8;3;1;-;-;1;-;-;59
"313260 ITAMARATI DE MINAS";-;3;29;39;4;2;-;-;-;-;-;-;2;79
"313270 ITAMBACURI";-;253;594;759;523;315;177;52;35;28;11;-;13;2760
"313280 ITAMBE DO MATO DENTRO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313290 ITAMOGI";-;1;1;7;8;3;-;-;-;-;-;-;-;20
"313300 ITAMONTE";-;-;1;2;4;2;-;1;-;-;-;-;-;10
"313310 ITANHANDU";-;-;3;8;7;-;1;-;-;-;-;-;3;22
"313320 ITANHOMI";-;141;190;80;17;36;12;3;1;1;-;3;25;509
"313330 ITAOBIM";-;13;312;195;60;100;41;14;9;1;1;4;4;754
"313340 ITAPAGIPE";-;8;26;100;123;140;22;17;5;1;2;-;8;452
"313350 ITAPECERICA";-;2;17;97;106;33;10;3;-;-;1;2;-;271
"313360 ITAPEVA";-;-;1;-;3;1;-;-;-;-;-;-;-;5
"313370 ITATIAIUCU";-;-;1;9;22;5;1;-;1;-;-;-;1;40
"313375 ITAU DE MINAS";-;5;48;168;96;27;4;-;1;-;-;2;1;352
"313380 ITAUNA";-;28;227;1044;1827;896;256;28;2;2;2;4;8;4324
"313400 ITINGA";-;16;7;18;3;4;-;-;1;-;2;1;3;55
"313410 ITUETA";-;21;53;47;7;6;1;-;1;-;-;1;4;141
"313420 ITUIUTABA";-;907;1736;844;689;375;143;40;38;25;27;45;184;5053
"313430 ITUMIRIM";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"313440 ITURAMA";-;199;310;210;90;35;13;3;8;3;6;16;51;944
"313450 ITUTINGA";-;-;-;2;2;-;-;-;-;-;-;-;-;4
"313460 JABOTICATUBAS";-;3;13;150;156;53;19;1;2;5;10;11;22;445
"313470 JACINTO";-;8;15;56;29;3;-;-;-;-;-;-;-;111
"313480 JACUI";-;1;-;-;2;-;-;-;-;-;-;-;1;4
"313490 JACUTINGA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"313500 JAGUARACU";-;72;52;25;8;2;-;-;1;-;-;2;-;162
"313505 JAIBA";-;79;404;42;27;51;32;15;3;2;2;5;4;666
"313507 JAMPRUCA";-;6;11;50;24;7;7;11;1;-;-;-;2;119
"313510 JANAUBA";-;446;1288;750;458;248;57;18;19;2;4;10;29;3329
"313520 JANUARIA";-;331;643;351;198;83;25;7;12;4;3;9;10;1676
"313530 JAPARAIBA";-;3;62;90;23;10;2;-;-;-;1;-;-;191
"313535 JAPONVAR";-;9;36;32;12;3;2;-;-;-;-;-;2;96
"313540 JECEABA";-;-;-;4;-;-;-;-;-;-;-;-;-;4
"313545 JENIPAPO DE MINAS";-;37;32;24;6;1;1;1;1;-;-;7;7;117
"313550 JEQUERI";-;5;21;100;134;107;10;-;-;-;-;1;-;378
"313560 JEQUITAI";-;279;203;55;61;85;4;1;2;1;6;15;207;919
"313570 JEQUITIBA";-;1;2;25;16;29;5;-;-;-;-;-;1;79
"313580 JEQUITINHONHA";-;8;43;159;32;24;5;2;1;-;1;2;2;279
"313600 JOAIMA";-;5;74;102;11;6;1;-;-;-;-;-;3;202
"313610 JOANESIA";-;26;22;6;7;6;5;-;1;-;-;7;9;89
"313620 JOAO MONLEVADE";-;66;294;1453;1251;189;19;17;5;5;3;5;12;3319
"313630 JOAO PINHEIRO";-;130;303;296;256;262;140;26;5;-;5;-;12;1435
"313640 JOAQUIM FELICIO";-;3;15;77;33;13;-;-;2;-;-;-;-;143
"313650 JORDANIA";-;19;48;36;18;4;-;-;-;-;3;8;8;144
"313652 JOSE GONCALVES DE MINAS";-;8;-;2;-;-;-;-;-;-;-;-;-;10
"313655 JOSE RAYDAN";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"313657 JOSENOPOLIS";-;34;58;37;74;37;13;-;-;-;-;-;2;255
"313660 NOVA UNIAO";-;3;5;3;20;5;1;-;-;-;-;-;-;37
"313665 JUATUBA";-;8;36;140;97;25;5;1;-;-;-;-;1;313
"313670 JUIZ DE FORA";-;209;875;4016;7669;3834;416;53;28;24;19;22;52;17217
"313680 JURAMENTO";-;6;10;38;10;5;-;-;-;-;-;1;1;71
"313690 JURUAIA";-;-;-;1;3;-;-;-;-;-;-;-;-;4
"313695 JUVENILIA";-;44;31;38;35;44;2;1;-;-;-;10;54;259
"313700 LADAINHA";-;-;7;5;3;9;6;2;-;-;-;-;-;32
"313710 LAGAMAR";-;5;7;34;14;9;-;1;1;-;-;1;3;75
"313720 LAGOA DA PRATA";-;218;528;560;367;104;3;3;-;-;2;1;13;1799
"313730 LAGOA DOS PATOS";-;13;29;23;14;3;-;-;-;-;-;1;2;85
"313740 LAGOA DOURADA";-;-;-;1;4;-;-;1;-;-;1;-;-;7
"313750 LAGOA FORMOSA";-;2;10;29;48;53;6;6;3;5;4;2;3;171
"313753 LAGOA GRANDE";-;-;-;6;20;17;2;1;-;1;2;-;-;49
"313760 LAGOA SANTA";-;42;178;776;1025;289;49;15;4;4;2;22;13;2419
"313770 LAJINHA";-;4;28;119;126;56;18;6;3;1;-;2;-;363
"313780 LAMBARI";-;1;1;6;3;-;-;-;-;-;-;-;-;11
"313800 LARANJAL";-;2;20;89;42;19;1;-;-;-;-;-;-;173
"313810 LASSANCE";-;29;279;293;170;30;5;-;3;-;2;11;21;843
"313820 LAVRAS";-;18;48;201;466;272;28;4;1;1;2;1;11;1053
"313830 LEANDRO FERREIRA";-;-;4;6;28;24;3;1;-;-;2;-;-;68
"313835 LEME DO PRADO";-;1;34;103;25;5;4;-;-;-;1;-;-;173
"313840 LEOPOLDINA";-;863;1181;750;516;532;188;27;12;3;6;6;37;4121
"313860 LIMA DUARTE";-;2;-;1;10;15;-;-;-;-;-;-;-;28
"313862 LIMEIRA DO OESTE";-;10;29;46;35;15;3;5;-;1;2;2;1;149
"313865 LONTRA";-;2;6;18;5;3;2;3;2;-;-;-;-;41
"313867 LUISBURGO";-;1;1;12;4;-;1;1;-;-;-;1;-;21
"313868 LUISLANDIA";-;5;6;11;13;7;-;-;-;-;-;-;-;42
"313870 LUMINARIAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"313880 LUZ";-;12;186;1245;1286;351;42;7;8;16;4;11;14;3182
"313890 MACHACALIS";-;34;115;300;67;29;32;13;-;-;-;4;3;597
"313900 MACHADO";-;2;1;16;20;15;6;-;-;-;1;-;2;63
"313920 MALACACHETA";-;167;204;261;116;94;47;10;7;8;21;24;33;992
"313925 MAMONAS";-;27;37;39;24;20;6;1;3;1;-;1;3;162
"313930 MANGA";-;26;188;124;43;63;57;7;1;-;1;1;4;515
"313940 MANHUACU";-;148;522;1645;1514;476;70;25;4;6;10;17;32;4469
"313950 MANHUMIRIM";-;5;104;294;174;56;3;8;1;-;-;-;-;645
"313960 MANTENA";-;66;129;298;393;353;113;52;17;7;1;3;24;1456
"313970 MARAVILHAS";-;4;10;27;13;-;-;-;-;-;-;-;-;54
"313980 MAR DE ESPANHA";-;3;4;44;95;99;16;2;3;1;1;-;-;268
"314000 MARIANA";-;12;22;85;175;60;9;2;1;1;3;1;4;375
"314010 MARILAC";-;21;61;44;36;45;9;-;1;-;-;-;3;220
"314015 MARIO CAMPOS";-;3;4;59;88;33;4;2;1;-;-;-;-;194
"314020 MARIPA DE MINAS";-;-;1;2;9;5;-;-;-;-;-;-;-;17
"314030 MARLIERIA";-;54;2;1;2;-;2;-;-;-;-;13;21;95
"314050 MARTINHO CAMPOS";-;151;369;493;297;92;10;11;7;3;3;3;21;1460
"314053 MARTINS SOARES";-;14;52;83;18;1;1;-;-;-;-;1;2;172
"314055 MATA VERDE";-;7;5;28;16;4;1;3;1;-;-;-;-;65
"314060 MATERLANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314070 MATEUS LEME";-;4;10;80;150;58;21;2;1;1;-;2;3;332
"314080 MATIAS BARBOSA";-;84;164;239;227;126;12;3;2;2;-;2;13;874
"314085 MATIAS CARDOSO";-;12;33;69;98;76;13;2;1;-;1;-;3;308
"314090 MATIPO";-;3;17;99;73;122;22;-;-;2;2;3;1;344
"314100 MATO VERDE";-;118;143;111;61;27;3;1;-;-;-;-;-;464
"314110 MATOZINHOS";-;93;382;1101;894;312;39;4;2;1;1;-;8;2837
"314120 MATUTINA";-;-;-;4;9;1;1;-;-;-;-;-;-;15
"314130 MEDEIROS";-;-;-;10;15;4;-;-;-;-;-;-;1;30
"314140 MEDINA";-;20;87;373;175;66;15;2;-;2;1;1;8;750
"314150 MENDES PIMENTEL";-;14;3;27;9;3;3;1;1;-;-;2;14;77
"314160 MERCES";-;1;-;1;2;1;-;-;-;-;-;1;-;6
"314170 MESQUITA";-;66;47;52;34;33;-;-;1;1;-;1;4;239
"314180 MINAS NOVAS";-;21;23;80;121;44;6;6;-;-;-;-;-;301
"314190 MINDURI";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"314200 MIRABELA";-;13;75;244;168;39;9;3;5;1;-;-;1;558
"314210 MIRADOURO";-;1;30;75;23;-;1;-;-;-;-;-;-;130
"314220 MIRAI";-;2;41;222;329;96;10;2;-;-;4;2;2;710
"314225 MIRAVANIA";-;2;1;1;1;1;-;1;-;-;-;-;-;7
"314230 MOEDA";-;1;-;2;11;7;-;-;-;-;-;-;1;22
"314240 MOEMA";-;53;398;188;27;5;1;1;1;-;2;1;5;682
"314250 MONJOLOS";-;-;2;7;13;8;1;1;1;-;-;1;-;34
"314260 MONSENHOR PAULO";-;-;1;2;12;6;1;-;-;-;-;-;-;22
"314270 MONTALVANIA";-;289;423;449;238;73;50;11;13;5;10;22;45;1628
"314280 MONTE ALEGRE DE MINAS";-;122;102;91;35;10;8;3;1;2;2;13;106;495
"314290 MONTE AZUL";-;180;148;77;59;25;15;9;13;4;1;4;46;581
"314310 MONTE CARMELO";-;13;114;315;252;138;49;15;8;11;3;5;5;928
"314315 MONTE FORMOSO";-;-;1;75;9;-;-;-;-;-;-;-;-;85
"314320 MONTE SANTO DE MINAS";-;3;10;60;49;22;5;1;-;-;-;1;1;152
"314330 MONTES CLAROS";-;4099;3914;1951;1192;1068;345;122;63;47;49;71;637;13558
"314340 MONTE SIAO";-;1;2;3;2;3;-;-;-;1;-;-;-;12
"314345 MONTEZUMA";-;1;-;2;8;-;-;-;-;-;-;-;-;11
"314350 MORADA NOVA DE MINAS";-;1;6;11;16;6;1;-;1;2;14;48;76;182
"314360 MORRO DA GARCA";-;1;1;12;13;-;-;-;-;-;-;-;-;27
"314370 MORRO DO PILAR";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"314380 MUNHOZ";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"314390 MURIAE";-;76;359;600;313;213;65;33;6;4;5;9;15;1698
"314400 MUTUM";-;73;79;90;73;36;13;-;-;2;-;7;11;384
"314410 MUZAMBINHO";-;2;1;6;2;1;-;1;-;-;-;-;-;13
"314420 NACIP RAYDAN";-;3;9;32;14;3;2;-;-;-;1;1;-;65
"314430 NANUQUE";-;94;238;253;195;141;46;10;5;4;1;1;13;1001
"314435 NAQUE";-;125;145;64;21;23;2;1;-;1;1;-;1;384
"314437 NATALANDIA";-;-;12;10;11;3;1;-;1;4;11;13;5;71
"314450 NAZARENO";-;-;3;10;28;21;-;-;-;-;-;-;1;63
"314460 NEPOMUCENO";-;-;-;9;11;18;1;-;-;-;1;-;1;41
"314465 NINHEIRA";-;7;16;39;48;17;1;1;-;-;1;1;-;131
"314467 NOVA BELEM";-;4;9;15;24;1;-;-;-;-;-;-;-;53
"314470 NOVA ERA";-;32;90;66;11;5;-;1;-;-;-;2;39;246
"314480 NOVA LIMA";-;55;131;423;479;249;53;20;11;11;13;24;20;1489
"314490 NOVA MODICA";-;-;1;8;4;5;-;-;-;-;-;-;-;18
"314500 NOVA PONTE";-;9;26;28;6;7;1;-;-;-;1;-;2;80
"314505 NOVA PORTEIRINHA";-;77;110;64;57;40;19;2;1;-;1;-;11;382
"314510 NOVA RESENDE";-;-;-;1;-;3;-;-;-;-;-;-;-;4
"314520 NOVA SERRANA";-;79;292;1549;2454;1428;381;61;23;23;27;24;15;6356
"314530 NOVO CRUZEIRO";-;16;72;128;159;55;21;4;4;-;1;12;9;481
"314535 NOVO ORIENTE DE MINAS";-;19;64;128;186;76;32;29;5;-;-;-;1;540
"314537 NOVORIZONTE";-;2;-;4;23;10;3;6;-;-;-;-;-;48
"314545 OLHOS-D'AGUA";-;-;6;21;12;-;-;-;-;-;-;-;-;39
"314560 OLIVEIRA";-;7;17;51;133;64;9;5;5;7;2;4;6;310
"314580 ONCA DE PITANGUI";-;-;-;-;2;2;1;-;-;1;-;-;-;6
"314585 ORATORIOS";-;81;76;13;8;3;-;-;-;-;-;-;3;184
"314587 ORIZANIA";-;-;2;-;-;3;-;-;-;-;-;-;-;5
"314590 OURO BRANCO";-;33;13;25;16;33;1;-;1;-;-;-;1;123
"314600 OURO FINO";-;3;1;-;-;1;-;-;-;-;-;-;-;5
"314610 OURO PRETO";-;5;23;34;51;18;3;-;1;-;-;-;2;137
"314620 OURO VERDE DE MINAS";-;3;27;60;47;4;-;1;-;-;1;-;-;143
"314625 PADRE CARVALHO";-;7;86;121;17;45;27;21;1;-;-;-;1;326
"314630 PADRE PARAISO";-;1;57;199;206;130;48;15;7;1;1;-;1;666
"314640 PAINEIRAS";-;-;4;34;54;18;30;5;-;1;-;2;1;149
"314650 PAINS";-;9;107;168;145;55;12;11;2;2;1;1;3;516
"314655 PAI PEDRO";-;-;5;4;19;39;18;-;-;-;-;-;-;85
"314660 PAIVA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"314670 PALMA";-;40;145;143;36;-;-;1;-;-;-;-;2;367
"314675 PALMOPOLIS";-;-;-;19;37;34;2;1;-;-;-;1;1;95
"314690 PAPAGAIOS";-;4;10;159;126;56;-;-;1;1;2;2;1;362
"314700 PARACATU";-;242;898;1237;818;423;169;107;29;32;45;16;39;4055
"314710 PARA DE MINAS";-;19;76;649;1329;345;82;12;11;5;1;1;2;2532
"314720 PARAGUACU";-;1;-;5;4;1;-;-;-;-;-;-;1;12
"314730 PARAISOPOLIS";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"314740 PARAOPEBA";-;171;557;1258;844;172;20;6;8;3;8;6;11;3064
"314750 PASSABEM";-;-;-;-;2;1;-;-;-;-;-;-;-;3
"314760 PASSA QUATRO";-;4;1;9;11;5;-;-;-;-;-;-;-;30
"314770 PASSA TEMPO";-;-;1;10;29;16;1;-;-;-;1;1;1;60
"314780 PASSA-VINTE";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314790 PASSOS";-;56;672;1082;874;323;103;26;18;11;7;4;16;3192
"314795 PATIS";-;1;34;156;112;46;13;-;-;-;-;-;1;363
"314800 PATOS DE MINAS";-;81;294;1151;1791;1089;325;123;52;35;49;16;15;5021
"314810 PATROCINIO";-;8;19;53;120;70;34;6;6;2;2;2;4;326
"314820 PATROCINIO DO MURIAE";-;2;20;24;1;2;1;-;1;-;1;-;-;52
"314830 PAULA CANDIDO";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"314840 PAULISTAS";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314850 PAVAO";-;212;146;69;23;15;5;6;2;15;18;7;99;617
"314860 PECANHA";-;1;3;9;5;2;2;2;-;-;-;-;-;24
