2010
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110130 MIRANTE DA SERRA";-;106;106;92;10;27;3;2;-;-;4;80;40;470
"110140 MONTE NEGRO";-;124;63;17;9;8;4;13;6;1;2;37;50;334
"110143 NOVA UNIAO";-;29;28;19;9;3;2;1;2;-;2;11;35;141
"110145 PARECIS";-;17;23;26;6;2;-;-;-;-;-;2;8;84
"110146 PIMENTEIRAS DO OESTE";-;34;27;15;11;3;-;-;-;-;-;3;3;96
"110147 PRIMAVERA DE RONDONIA";-;24;11;5;2;3;1;-;-;-;1;4;6;57
"110148 SAO FELIPE D'OESTE";-;115;78;21;10;10;27;24;23;11;20;36;84;459
"110149 SAO FRANCISCO DO GUAPORE";-;229;256;104;32;14;3;6;3;6;4;28;31;716
"110150 SERINGUEIRAS";-;78;53;64;30;-;-;-;-;-;-;-;2;227
"110155 TEIXEIROPOLIS";-;77;41;5;-;-;-;-;1;1;3;2;13;143
"110160 THEOBROMA";-;17;10;4;1;1;1;-;-;-;-;2;1;37
"110170 URUPA";-;311;84;59;15;1;-;-;-;-;1;8;56;535
"110175 VALE DO ANARI";-;34;22;5;1;-;-;-;-;-;12;8;7;89
"110180 VALE DO PARAISO";-;3;3;2;1;1;-;-;-;2;-;-;2;14
"120001 ACRELANDIA";-;140;316;195;65;16;9;5;1;3;20;52;77;899
"120005 ASSIS BRASIL";-;100;62;118;49;25;23;6;2;11;9;38;32;475
"120010 BRASILEIA";-;313;266;192;90;18;12;10;11;15;50;114;148;1239
"120013 BUJARI";-;3;1;-;-;1;-;-;-;1;-;-;1;7
"120017 CAPIXABA";-;100;75;71;54;26;6;-;3;1;3;17;15;371
"120020 CRUZEIRO DO SUL";-;50;58;26;9;4;5;2;2;5;2;4;21;188
"120025 EPITACIOLANDIA";-;31;27;24;3;2;3;3;-;6;3;14;5;121
"120030 FEIJO";-;2;6;68;17;-;1;1;-;-;2;-;2;99
"120032 JORDAO";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"120033 MANCIO LIMA";-;2;1;1;-;-;-;-;-;-;-;-;1;5
"120035 MARECHAL THAUMATURGO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"120038 PLACIDO DE CASTRO";-;100;48;23;3;3;-;6;1;1;3;53;118;359
"120040 RIO BRANCO";-;12832;12766;9037;4209;1859;1059;951;532;696;1151;3362;6650;55104
"120042 RODRIGUES ALVES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"120043 SANTA ROSA DO PURUS";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"120045 SENADOR GUIOMARD";-;160;27;18;3;3;-;-;1;-;1;5;20;238
"120050 SENA MADUREIRA";-;57;38;86;43;21;11;9;5;8;26;29;23;356
"120060 TARAUACA";-;4;3;-;2;-;-;1;-;-;1;-;-;11
"120070 XAPURI";-;129;91;46;12;21;33;21;2;4;8;5;52;424
"120080 PORTO ACRE";-;7;9;22;-;-;-;-;1;-;-;7;1;47
"130002 ALVARAES";-;17;6;-;-;-;-;3;-;-;-;1;-;27
"130006 AMATURA";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"130008 ANAMA";-;4;9;1;1;1;-;-;-;-;-;-;-;16
"130010 ANORI";-;6;5;8;1;1;-;1;2;-;2;2;-;28
"130014 APUI";-;-;3;4;2;3;2;-;-;1;-;-;-;15
"130020 ATALAIA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"130030 AUTAZES";-;8;9;5;-;-;-;1;-;-;-;-;-;23
"130040 BARCELOS";-;75;42;51;18;29;20;17;20;61;100;110;40;583
"130050 BARREIRINHA";-;-;4;-;-;-;-;-;-;-;-;-;-;4
"130060 BENJAMIN CONSTANT";-;4;2;2;1;-;1;-;-;-;-;3;5;18
"130070 BOCA DO ACRE";-;152;108;75;7;1;4;2;1;2;-;4;19;375
"130080 BORBA";-;40;74;64;22;22;20;13;27;28;24;15;26;375
"130100 CARAUARI";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"130110 CAREIRO";-;100;141;76;40;52;16;7;-;1;3;6;24;466
"130115 CAREIRO DA VARZEA";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"130120 COARI";-;153;408;281;159;80;48;250;121;43;32;100;259;1934
"130130 CODAJAS";-;68;185;90;9;18;26;45;32;3;2;16;25;519
"130140 EIRUNEPE";-;2;1;1;-;-;1;-;-;-;-;-;1;6
"130150 ENVIRA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"130160 FONTE BOA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"130165 GUAJARA";-;1;1;1;-;1;-;-;-;-;-;-;-;4
"130170 HUMAITA";-;541;246;141;51;42;20;16;5;6;19;24;103;1214
"130180 IPIXUNA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"130185 IRANDUBA";-;-;2;3;3;-;-;-;-;-;-;-;1;9
"130190 ITACOATIARA";-;144;246;440;268;45;13;1;2;3;28;7;24;1221
"130195 ITAMARATI";-;-;-;2;-;-;-;-;-;1;-;-;-;3
"130210 JAPURA";-;13;5;1;2;-;3;-;-;-;-;-;-;24
"130220 JURUA";-;3;1;-;1;1;-;-;-;-;-;-;-;6
"130230 JUTAI";-;2;11;5;-;-;-;-;-;-;-;-;-;18
"130240 LABREA";-;317;241;97;23;26;8;2;-;3;7;40;79;843
"130250 MANACAPURU";-;662;600;341;47;40;27;3;8;-;-;7;56;1791
"130255 MANAQUIRI";-;6;17;7;7;1;-;-;-;-;-;-;-;38
"130260 MANAUS";-;10685;23597;20550;7246;3453;2133;1467;1105;887;782;1431;2544;75880
"130270 MANICORE";-;17;65;107;51;21;3;3;1;8;8;176;123;583
"130280 MARAA";-;15;9;5;2;1;-;1;-;-;-;1;2;36
"130290 MAUES";-;7;28;49;41;51;69;51;10;2;2;2;-;312
"130300 NHAMUNDA";-;3;1;-;-;-;-;-;-;-;-;-;-;4
"130310 NOVA OLINDA DO NORTE";-;26;138;80;52;21;19;53;33;6;2;3;1;434
"130320 NOVO AIRAO";-;22;53;26;14;2;1;6;1;-;3;7;26;161
"130330 NOVO ARIPUANA";-;60;144;174;106;43;47;37;22;5;24;20;12;694
"130340 PARINTINS";-;35;39;24;7;6;1;2;4;4;-;1;2;125
"130353 PRESIDENTE FIGUEIREDO";-;3;14;7;4;7;24;1;6;2;1;-;1;70
"130356 RIO PRETO DA EVA";-;4;3;1;-;-;-;-;-;-;-;-;1;9
"130370 SANTO ANTONIO DO ICA";-;20;2;3;10;-;-;-;1;-;-;-;-;36
"130380 SAO GABRIEL DA CACHOEIRA";-;314;162;164;115;109;313;166;178;110;96;115;120;1962
"130390 SAO PAULO DE OLIVENCA";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"130400 SILVES";-;-;-;-;-;-;-;-;-;-;-;-;3;3
"130406 TABATINGA";-;184;37;25;32;84;38;11;29;32;115;182;195;964
"130410 TAPAUA";-;1;5;1;-;-;-;-;-;-;-;-;-;7
"130420 TEFE";-;1036;466;208;87;101;153;97;38;28;67;87;238;2606
"130426 UARINI";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"130440 URUCURITUBA";-;-;4;3;-;1;-;-;-;-;-;-;-;8
"140002 AMAJARI";-;11;4;13;6;29;17;18;6;9;10;8;4;135
"140005 ALTO ALEGRE";-;6;5;5;4;11;30;31;11;10;2;4;4;123
"140010 BOA VISTA";-;332;216;338;408;991;1851;1021;864;441;191;167;235;7055
"140015 BONFIM";-;9;15;12;24;46;58;24;22;15;21;23;6;275
"140017 CANTA";-;6;3;8;20;21;41;57;48;14;3;7;3;231
"140020 CARACARAI";-;49;210;182;107;141;78;11;13;15;19;24;16;865
"140023 CAROEBE";-;35;84;138;45;35;9;5;3;2;2;2;15;375
"140028 IRACEMA";-;4;2;23;30;139;118;48;23;12;5;2;13;419
"140030 MUCAJAI";-;1;8;8;26;34;31;26;17;6;1;7;5;170
"140040 NORMANDIA";-;-;2;9;3;3;1;2;6;6;5;1;1;39
"140045 PACARAIMA";-;7;26;34;64;68;17;14;18;4;9;1;9;271
"140047 RORAINOPOLIS";-;34;63;204;347;216;166;60;44;50;52;35;38;1309
"140050 SAO JOAO DA BALIZA";-;13;36;54;19;26;7;1;2;-;3;5;1;167
"140060 SAO LUIZ";-;1;29;94;178;68;3;2;1;1;-;-;-;377
"140070 UIRAMUTA";-;-;-;-;-;5;1;3;71;31;4;-;2;117
"150010 ABAETETUBA";-;137;127;77;62;46;26;34;94;108;65;83;107;966
"150013 ABEL FIGUEIREDO";-;17;9;8;6;6;6;4;5;5;12;26;22;126
"150020 ACARA";-;18;19;11;12;11;2;3;-;-;8;15;16;115
"150034 AGUA AZUL DO NORTE";-;4;8;25;30;11;5;-;2;1;2;5;18;111
"150040 ALENQUER";-;7;9;1;7;2;-;1;1;1;2;-;3;34
"150060 ALTAMIRA";-;665;830;1010;405;246;180;105;131;125;98;144;120;4059
"150070 ANAJAS";-;1;-;1;10;-;-;-;-;-;-;-;-;12
"150080 ANANINDEUA";-;217;240;293;169;137;89;87;99;110;113;198;163;1915
"150085 ANAPU";-;6;21;69;26;3;2;3;4;5;16;25;9;189
"150090 AUGUSTO CORREA";-;3;12;16;8;13;6;5;6;3;3;2;2;79
"150095 AURORA DO PARA";-;1;4;17;7;3;-;-;-;1;-;-;1;34
"150100 AVEIRO";-;1;-;-;-;1;3;1;-;-;-;-;-;6
"150110 BAGRE";-;-;2;-;-;3;2;2;50;3;-;1;1;64
"150120 BAIAO";-;2;3;4;4;3;1;1;2;-;-;-;1;21
"150125 BANNACH";-;7;9;6;23;20;1;-;-;-;-;2;5;73
"150130 BARCARENA";-;49;43;28;32;23;29;22;22;21;23;19;28;339
"150140 BELEM";-;962;1168;1415;938;700;529;394;506;400;424;618;547;8601
"150145 BELTERRA";-;37;23;36;25;7;11;21;30;4;3;5;6;208
"150150 BENEVIDES";-;59;50;71;35;50;28;28;39;50;27;49;22;508
"150157 BOM JESUS DO TOCANTINS";-;10;14;16;12;3;4;7;11;4;8;20;12;121
"150160 BONITO";-;-;-;-;-;-;-;-;-;1;2;-;-;3
"150170 BRAGANCA";-;26;44;31;41;30;31;50;63;32;39;27;21;435
"150172 BRASIL NOVO";-;55;63;44;99;55;14;5;-;3;4;15;17;374
"150175 BREJO GRANDE DO ARAGUAIA";-;16;18;6;5;2;3;-;-;-;1;-;-;51
"150178 BREU BRANCO";-;45;208;202;174;27;2;1;2;-;2;5;30;698
"150180 BREVES";-;7;19;14;8;3;1;8;2;4;4;7;-;77
"150190 BUJARU";-;2;-;7;2;-;2;1;-;-;-;1;-;15
"150195 CACHOEIRA DO PIRIA";-;8;21;19;7;23;1;6;1;2;1;12;10;111
"150210 CAMETA";-;88;127;98;53;48;18;28;37;50;26;25;49;647
"150215 CANAA DOS CARAJAS";-;64;171;117;101;57;11;9;7;7;5;9;14;572
"150220 CAPANEMA";-;38;50;35;32;21;7;14;16;26;19;36;81;375
"150230 CAPITAO POCO";-;6;4;9;8;12;6;5;8;1;2;5;1;67
"150240 CASTANHAL";-;93;73;85;109;68;33;20;33;43;48;73;100;778
"150260 COLARES";-;-;2;-;-;2;-;1;5;1;-;-;-;11
"150270 CONCEICAO DO ARAGUAIA";-;75;141;158;76;36;20;9;9;7;5;10;19;565
"150275 CONCORDIA DO PARA";-;11;29;16;4;1;1;2;1;3;3;10;-;81
"150276 CUMARU DO NORTE";-;5;10;12;39;25;1;-;-;-;-;3;4;99
"150277 CURIONOPOLIS";-;7;40;67;53;15;10;7;2;-;-;1;1;203
"150290 CURUCA";-;4;6;9;6;19;10;11;47;7;1;2;2;124
"150293 DOM ELISEU";-;18;35;22;15;20;13;7;6;7;4;4;7;158
"150295 ELDORADO DOS CARAJAS";-;13;29;61;37;6;2;1;3;5;8;31;11;207
"150304 FLORESTA DO ARAGUAIA";-;14;21;16;14;5;-;-;-;-;1;3;2;76
"150307 GARRAFAO DO NORTE";-;1;-;-;1;1;1;-;1;-;1;3;1;10
"150309 GOIANESIA DO PARA";-;91;158;50;30;25;6;2;-;2;3;-;22;389
"150310 GURUPA";-;-;-;-;-;-;5;2;-;-;6;16;-;29
"150320 IGARAPE-ACU";-;9;23;23;14;11;4;12;5;14;14;6;4;139
"150330 IGARAPE-MIRI";-;22;13;16;7;6;-;-;3;2;4;11;6;90
"150340 INHANGAPI";-;32;37;13;9;3;3;1;3;2;2;6;5;116
"150345 IPIXUNA DO PARA";-;34;57;43;33;11;8;2;2;2;1;9;10;212
"150350 IRITUIA";-;34;15;17;11;2;6;17;15;13;10;20;15;175
"150360 ITAITUBA";-;275;286;225;88;68;50;29;40;30;72;143;109;1415
"150370 ITUPIRANGA";-;85;148;75;33;18;4;7;28;34;21;43;85;581
"150375 JACAREACANGA";-;2;-;-;-;-;-;-;-;1;-;-;-;3
"150380 JACUNDA";-;67;142;141;48;12;4;2;-;4;4;7;6;437
"150390 JURUTI";-;203;165;138;68;25;13;1;1;5;5;17;33;674
"150400 LIMOEIRO DO AJURU";-;1;5;4;6;1;4;-;1;-;-;-;-;22
"150405 MAE DO RIO";-;1;3;3;2;4;2;7;4;1;-;-;-;27
"150410 MAGALHAES BARATA";-;1;2;-;2;2;3;2;2;-;1;-;-;15
"150420 MARABA";-;323;291;246;141;24;23;31;25;18;30;152;125;1429
"150430 MARACANA";-;8;2;8;2;1;1;2;-;-;-;1;2;27
"150440 MARAPANIM";-;8;7;26;11;13;24;8;10;8;4;9;-;128
"150442 MARITUBA";-;265;240;159;140;65;36;45;88;99;90;174;131;1532
"150445 MEDICILANDIA";-;8;7;63;9;4;1;2;-;15;23;7;1;140
"150460 MOCAJUBA";-;-;3;3;1;2;-;2;-;-;2;-;3;16
"150470 MOJU";-;36;30;29;20;8;1;8;2;6;7;13;17;177
"150480 MONTE ALEGRE";-;90;249;135;94;44;26;127;227;87;31;19;74;1203
"150490 MUANA";-;3;5;15;4;-;-;-;1;-;2;2;4;36
"150495 NOVA ESPERANCA DO PIRIA";-;3;6;4;3;3;1;2;5;3;1;1;-;32
"150497 NOVA IPIXUNA";-;65;36;7;6;4;2;2;2;3;1;12;18;158
"150500 NOVA TIMBOTEUA";-;1;1;3;2;1;1;-;-;-;-;1;-;10
"150503 NOVO PROGRESSO";-;373;224;144;68;29;17;17;8;5;16;97;264;1262
"150506 NOVO REPARTIMENTO";-;157;219;141;48;37;6;2;6;4;4;19;67;710
"150510 OBIDOS";-;2;18;22;5;3;3;-;-;-;-;-;-;53
"150520 OEIRAS DO PARA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"150530 ORIXIMINA";-;70;281;198;44;42;20;27;32;85;117;281;94;1291
"150540 OUREM";-;-;-;7;3;1;5;3;-;1;-;-;-;20
"150543 OURILANDIA DO NORTE";-;93;92;124;79;86;32;18;11;15;17;60;137;764
"150548 PACAJA";-;73;95;288;238;82;25;6;2;6;8;76;49;948
"150549 PALESTINA DO PARA";-;9;16;29;11;19;11;2;1;1;-;-;9;108
"150550 PARAGOMINAS";-;141;206;122;93;49;22;25;20;14;9;21;64;786
"150553 PARAUAPEBAS";-;666;871;502;196;193;55;32;10;16;58;237;367;3203
"150555 PAU D'ARCO";-;13;19;26;9;26;5;2;1;2;-;2;1;106
"150560 PEIXE-BOI";-;-;5;18;9;-;1;1;2;-;2;-;-;38
"150563 PICARRA";-;21;24;16;15;5;8;1;2;2;5;18;7;124
"150565 PLACAS";-;11;16;48;32;23;10;16;14;2;1;5;11;189
"150570 PONTA DE PEDRAS";-;2;9;20;13;10;-;-;3;3;2;2;1;65
"150580 PORTEL";-;92;73;26;5;1;4;3;64;69;45;16;29;427
"150590 PORTO DE MOZ";-;-;3;-;-;1;-;-;-;1;1;-;-;6
"150600 PRAINHA";-;49;52;39;59;15;8;2;1;4;4;136;110;479
"150610 PRIMAVERA";-;18;5;7;4;3;-;8;9;13;15;4;3;89
"150611 QUATIPURU";-;2;1;-;-;-;1;1;-;6;19;2;-;32
"150613 REDENCAO";-;75;112;122;94;33;22;9;3;6;9;17;22;524
"150616 RIO MARIA";-;114;100;46;26;8;1;3;-;-;4;9;12;323
"150618 RONDON DO PARA";-;38;59;64;53;44;34;13;1;3;1;4;14;328
"150619 RUROPOLIS";-;190;144;146;89;30;12;4;6;2;13;37;75;748
"150620 SALINOPOLIS";-;67;75;203;202;134;118;102;116;86;64;37;51;1255
"150630 SALVATERRA";-;35;42;53;36;16;9;6;14;4;2;9;24;250
"150635 SANTA BARBARA DO PARA";-;39;32;35;29;8;11;15;13;9;6;12;24;233
"150650 SANTA IZABEL DO PARA";-;39;43;50;29;32;19;22;23;13;9;16;21;316
"150655 SANTA LUZIA DO PARA";-;45;12;11;2;1;2;1;-;1;1;-;1;77
"150658 SANTA MARIA DAS BARREIRAS";-;62;104;59;36;7;-;-;-;-;5;11;23;307
"150660 SANTA MARIA DO PARA";-;8;14;6;4;5;1;-;5;5;10;8;-;66
"150670 SANTANA DO ARAGUAIA";-;19;10;21;26;4;-;-;1;1;1;23;28;134
"150680 SANTAREM";-;478;688;668;485;265;109;72;97;86;56;78;119;3201
"150690 SANTAREM NOVO";-;53;33;45;39;105;58;21;25;23;22;46;45;515
"150700 SANTO ANTONIO DO TAUA";-;8;13;17;3;4;4;2;2;2;3;3;5;66
"150710 SAO CAETANO DE ODIVELAS";-;3;4;3;2;5;2;3;7;1;3;7;2;42
"150715 SAO DOMINGOS DO ARAGUAIA";-;71;140;152;107;33;5;3;1;2;7;17;35;573
"150720 SAO DOMINGOS DO CAPIM";-;4;2;13;6;3;1;-;-;-;3;60;6;98
"150730 SAO FELIX DO XINGU";-;286;205;171;93;67;30;20;18;30;34;179;156;1289
"150740 SAO FRANCISCO DO PARA";-;42;12;6;1;1;3;-;2;4;-;5;14;90
"150745 SAO GERALDO DO ARAGUAIA";-;98;99;154;80;37;19;4;3;4;3;14;23;538
"150746 SAO JOAO DA PONTA";-;1;4;1;2;3;2;3;5;2;3;3;-;29
"150747 SAO JOAO DE PIRABAS";-;7;9;19;13;6;5;5;3;6;15;2;12;102
"150750 SAO JOAO DO ARAGUAIA";-;41;12;20;12;9;2;2;8;17;83;46;36;288
"150760 SAO MIGUEL DO GUAMA";-;11;14;31;23;8;3;1;6;2;7;5;3;114
"150770 SAO SEBASTIAO DA BOA VISTA";-;4;-;5;2;3;2;-;2;-;-;-;-;18
"150775 SAPUCAIA";-;5;1;-;1;-;-;-;-;-;-;-;1;8
"150780 SENADOR JOSE PORFIRIO";-;1;2;1;2;-;1;-;-;1;13;14;8;43
"150790 SOURE";-;30;51;121;57;44;70;56;68;48;35;46;27;653
"150795 TAILANDIA";-;88;52;42;31;12;47;66;42;39;36;47;68;570
"150796 TERRA ALTA";-;-;-;15;13;3;2;4;1;8;3;2;-;51
"150797 TERRA SANTA";-;1;4;14;1;4;3;-;-;-;-;-;-;27
"150800 TOME-ACU";-;16;20;50;28;9;6;5;9;5;2;10;4;164
"150803 TRACUATEUA";-;13;25;33;22;31;10;11;3;5;9;8;4;174
"150805 TRAIRAO";-;2;6;-;-;-;-;-;-;-;-;-;1;9
"150808 TUCUMA";-;114;170;205;142;39;17;8;-;3;36;77;112;923
"150810 TUCURUI";-;238;280;195;51;28;12;6;16;13;11;23;74;947
"150812 ULIANOPOLIS";-;49;125;77;39;26;51;77;89;58;21;38;39;689
"150815 URUARA";-;86;40;55;63;41;35;33;68;37;55;57;25;595
"150820 VIGIA";-;6;9;12;11;7;4;1;3;11;6;3;6;79
"150830 VISEU";-;2;5;33;3;20;6;11;19;4;22;1;2;128
"150835 VITORIA DO XINGU";-;103;75;62;37;24;43;49;66;29;28;54;42;612
"150840 XINGUARA";-;80;108;78;44;39;8;3;1;-;7;15;26;409
"160005 SERRA DO NAVIO";-;29;12;8;13;22;13;13;45;90;138;66;34;483
"160015 PEDRA BRANCA DO AMAPARI";-;19;10;3;66;5;-;1;7;1;2;2;9;125
"160020 CALCOENE";-;22;35;24;35;55;47;39;61;31;29;62;58;498
"160021 CUTIAS";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"160023 FERREIRA GOMES";-;8;25;53;15;25;5;1;3;4;14;5;-;158
"160025 ITAUBAL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"160027 LARANJAL DO JARI";-;-;-;1;1;1;1;1;-;-;-;-;-;5
"160030 MACAPA";-;415;592;592;462;412;283;313;580;523;264;163;119;4718
"160040 MAZAGAO";-;58;21;21;15;-;-;4;5;1;5;18;36;184
"160050 OIAPOQUE";-;293;346;305;187;64;36;11;35;73;138;142;50;1680
"160053 PORTO GRANDE";-;33;71;41;69;28;14;14;12;7;36;3;2;330
"160060 SANTANA";-;186;234;127;49;27;38;74;135;76;58;23;18;1045
"160070 TARTARUGALZINHO";-;-;-;-;-;-;-;-;1;-;-;-;2;3
"170025 ABREULANDIA";-;1;2;4;10;2;2;3;6;6;2;1;2;41
"170030 AGUIARNOPOLIS";-;5;3;32;53;17;9;6;3;-;2;6;1;137
"170035 ALIANCA DO TOCANTINS";-;4;3;10;5;2;-;-;-;-;1;-;-;25
"170040 ALMAS";-;3;13;24;45;14;1;1;-;3;-;11;2;117
"170070 ALVORADA";-;7;4;2;1;-;-;-;-;-;-;-;1;15
"170100 ANANAS";-;-;1;1;4;2;1;-;5;-;-;2;2;18
"170105 ANGICO";-;2;12;10;3;1;7;-;-;-;-;1;-;36
"170110 APARECIDA DO RIO NEGRO";-;21;6;8;3;5;-;-;7;1;7;3;5;66
"170130 ARAGOMINAS";-;8;6;4;5;2;2;1;1;2;8;9;12;60
"170190 ARAGUACEMA";-;11;44;19;8;4;1;2;1;1;1;-;3;95
"170200 ARAGUACU";-;151;169;254;232;225;88;26;23;23;60;90;121;1462
"170210 ARAGUAINA";-;402;437;799;699;367;167;112;79;82;89;147;221;3601
"170215 ARAGUANA";-;6;26;18;9;7;5;3;-;3;-;1;10;88
"170220 ARAGUATINS";-;95;45;30;20;14;4;6;2;4;5;7;16;248
"170230 ARAPOEMA";-;55;22;14;3;6;7;3;2;2;4;5;19;142
"170240 ARRAIAS";-;33;41;49;43;58;29;3;6;3;2;8;6;281
"170255 AUGUSTINOPOLIS";-;31;32;22;11;26;8;2;1;1;-;3;9;146
"170270 AURORA DO TOCANTINS";-;7;13;3;1;3;-;-;-;-;-;-;-;27
"170290 AXIXA DO TOCANTINS";-;5;9;6;5;6;-;1;2;-;-;1;1;36
"170300 BABACULANDIA";-;-;1;4;3;15;10;-;1;1;-;1;-;36
"170305 BANDEIRANTES DO TOCANTINS";-;-;3;3;1;-;1;-;-;-;-;-;-;8
"170307 BARRA DO OURO";-;-;7;5;-;-;-;-;-;-;-;-;-;12
"170310 BARROLANDIA";-;37;74;16;15;3;-;-;-;-;2;2;1;150
"170320 BERNARDO SAYAO";-;1;11;21;1;2;-;-;-;2;-;-;-;38
"170330 BOM JESUS DO TOCANTINS";-;1;2;5;3;3;2;-;-;-;-;-;-;16
"170360 BRASILANDIA DO TOCANTINS";-;6;18;15;14;12;10;2;1;-;-;-;1;79
"170370 BREJINHO DE NAZARE";-;2;2;1;-;-;1;-;-;-;-;1;-;7
"170380 BURITI DO TOCANTINS";-;28;11;7;3;5;-;-;-;1;-;3;5;63
"170382 CACHOEIRINHA";-;10;11;25;37;33;12;4;-;3;3;2;4;144
"170384 CAMPOS LINDOS";-;39;16;17;11;14;4;-;1;1;-;5;5;113
"170386 CARIRI DO TOCANTINS";-;5;3;3;5;-;2;1;-;-;1;-;1;21
"170388 CARMOLANDIA";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"170389 CARRASCO BONITO";-;1;2;1;1;-;-;-;-;1;-;-;-;6
"170390 CASEARA";-;-;2;4;1;-;-;-;-;3;1;-;4;15
"170410 CENTENARIO";-;3;9;2;15;6;7;-;-;-;-;-;-;42
"170460 CHAPADA DE AREIA";-;8;2;-;-;1;-;3;-;-;1;1;-;16
"170510 CHAPADA DA NATIVIDADE";-;2;-;3;6;6;-;1;-;1;-;-;-;19
